time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-05-02T22:00:00Z,19.4,63.07,4.1,180,0,0,0
2018-05-02T23:00:00Z,18.9,67.68,3.6,190,0,0,0
2018-05-03T01:00:00Z,16.7,80.33,1.5,210,0,0,0
2018-05-03T02:00:00Z,15.6,83.4,2.1,240,0,0,0
2018-05-03T03:00:00Z,15,86.68,2.1,230,0,0,0
2018-05-03T04:00:00Z,13.9,89.48,0,210,0,0,0
2018-05-03T05:00:00Z,13.3,90.02,0,214.17,0,0,0
2018-05-03T06:00:00Z,12.2,89.94,0,215,3.5,16,3.5
2018-05-03T07:00:00Z,16.7,86.28,2.6,230,107,347.5,49
2018-05-03T08:00:00Z,20,70.14,3.1,240,310.5,635,82
2018-05-03T09:00:00Z,22.8,59.08,4.6,240,525.5,773.5,101
2018-05-03T10:00:00Z,23.9,53.52,3.1,220,718,847.5,113.5
2018-05-03T11:00:00Z,25,50.11,3.1,210,866.5,885.5,123
2018-05-03T12:00:00Z,26.7,45.31,3.1,200,963.5,908,128.5
2018-05-03T13:00:00Z,27.2,39.36,3.6,220,997,915.5,129.5
2018-05-03T14:00:00Z,28.3,35.72,4.1,180,965,907,129.5
2018-05-03T15:00:00Z,28.3,35.72,2.6,160,872,888,124
2018-05-03T16:00:00Z,28.9,30.8,2.6,213.64,710.5,811,127.5
2018-05-03T17:00:00Z,28.9,28.61,3.1,210,522.5,751,107.5
2018-05-03T18:00:00Z,27.8,29.28,3.1,210,320.5,657,80
2018-05-03T19:00:00Z,23.9,51.47,2.6,190,114.5,389.5,48
2018-05-03T20:00:00Z,22.2,57.05,3.1,190,4.5,25,4.5
2018-05-03T21:00:00Z,21.1,65.54,3.6,190,0,0,0
2018-05-03T22:00:00Z,20.6,67.59,3.1,190,0,0,0
2018-05-03T23:00:00Z,19.4,72.81,3.6,200,0,0,0
2018-05-04T01:00:00Z,17.2,83.59,3.1,220,0,0,0
2018-05-04T02:00:00Z,16.1,86.79,2.6,220,0,0,0
2018-05-04T03:00:00Z,15.6,89.61,2.6,210,0,0,0
2018-05-04T04:00:00Z,15.6,89.61,2.6,200,0,0,0
2018-05-04T05:00:00Z,15,93.13,2.1,200,0,0,0
2018-05-04T06:00:00Z,14.4,96.81,2.6,220,4,22,4
2018-05-04T07:00:00Z,17.2,86.89,3.6,200,112.5,389,47.5
2018-05-04T08:00:00Z,20,75.78,4.6,220,319.5,670,76.5
2018-05-04T09:00:00Z,21.95,66.2,5.65,240,535.5,798.5,95
2018-05-04T10:00:00Z,23.9,59.73,4.1,260,726.5,864.5,108
2018-05-04T11:00:00Z,25.6,53.96,4.1,240,877.5,903.5,117.5
2018-05-04T12:00:00Z,27.2,45.44,3.1,240,895.5,686.5,265
2018-05-04T13:00:00Z,28.3,36.91,4.6,210,924,675,283
2018-05-04T14:00:00Z,28.9,34.49,5.7,210,835,522,354
2018-05-04T15:00:00Z,29.4,33.51,4.6,210,867,855,146.5
2018-05-04T16:00:00Z,30,30.09,4.6,230,733.5,869.5,108.5
2018-05-04T17:00:00Z,29.4,28.74,4.6,200,540.5,798,96.5
2018-05-04T18:00:00Z,28.3,36.91,5.1,190,324,669,78
2018-05-04T19:00:00Z,25.6,43.26,3.1,190,117.5,400.5,48
2018-05-04T20:00:00Z,22.8,55,3.6,180,5,26.5,4.5
2018-05-04T21:00:00Z,21.7,68.25,5.1,180,0,0,0
2018-05-04T22:00:00Z,21.1,70.81,3.6,200,0,0,0
2018-05-04T23:00:00Z,20,72.91,3.6,190,0,0,0
2018-05-05T01:00:00Z,17.8,80.48,2.1,200,0,0,0
2018-05-05T02:00:00Z,17.2,83.59,2.1,220,0,0,0
2018-05-05T03:00:00Z,16.7,86.28,2.1,200,0,0,0
2018-05-05T04:00:00Z,15.6,92.56,2.1,190,0,0,0
2018-05-05T05:00:00Z,15.6,92.56,2.1,180,0,0,0
2018-05-05T06:00:00Z,13.9,93.07,0,180.77,4,14,4
2018-05-05T07:00:00Z,17.8,86.95,2.6,200,66,68.5,55.5
2018-05-05T08:00:00Z,19.4,84.38,2.1,200,236,301.5,123
2018-05-05T09:00:00Z,22.2,68.35,4.6,210,466.5,560,157.5
2018-05-05T10:00:00Z,24.4,57.96,3.6,220,618.5,533.5,234.5
2018-05-05T11:00:00Z,25,55.92,5.7,150,755,564,282.5
2018-05-05T12:00:00Z,26.1,52.38,3.1,160,720,323.5,422.5
2018-05-05T13:00:00Z,26.7,50.56,4.6,160,659.5,192,477
2018-05-05T14:00:00Z,27.8,45.61,4.1,180,665.5,228,455
2018-05-05T15:00:00Z,28.3,44.3,4.6,180,671.5,363.5,366
2018-05-05T16:00:00Z,28.3,41.26,4.1,160,596,463,262.5
2018-05-05T17:00:00Z,27.8,40.85,3.6,170,370.5,270.5,216
2018-05-05T18:00:00Z,26.1,48.49,2.1,180,179.5,104.5,140.5
2018-05-05T19:00:00Z,24.4,66.66,4.1,160,61.5,26.5,56.5
2018-05-05T20:00:00Z,23.3,71.22,2.6,150,3,4,3
2018-05-05T21:00:00Z,22.8,75.75,2.6,140,0,0,0
2018-05-05T22:00:00Z,22.2,78.57,2.1,150,0,0,0
2018-05-05T23:00:00Z,21.1,84.04,1.5,170,0,0,0
2018-05-06T01:00:00Z,21.1,84.04,2.1,110,0,0,0
2018-05-06T02:00:00Z,21.1,87.26,2.6,100,0,0,0
2018-05-06T03:00:00Z,21.1,87.26,0,25.38,0,0,0
2018-05-06T04:00:00Z,20.6,92.83,0.75,240,0,0,0
2018-05-06T05:00:00Z,20.6,92.83,0,64.17,0,0,0
2018-05-06T06:00:00Z,20.6,92.83,2.1,260,3,3.5,3
2018-05-06T07:00:00Z,20.6,92.83,1.5,250,51,7.5,49.5
2018-05-06T08:00:00Z,21.1,90.02,2.85,250,66.5,3.5,65
2018-05-06T09:00:00Z,22.2,84.16,2.6,240,243,52,214
2018-05-06T10:00:00Z,23.9,73.69,2.77,256.67,491,253,304.5
2018-05-06T11:00:00Z,26.1,58.27,2.85,255,835.5,810.5,150
2018-05-06T12:00:00Z,28.9,49.24,6.2,250,771.5,512.5,295.5
2018-05-06T13:00:00Z,30,43.09,5.1,250,817,557.5,286
2018-05-06T14:00:00Z,30.6,41.63,6.7,210,822,609,258
2018-05-06T15:00:00Z,31.7,35.06,5.7,240,733,575.5,248.5
2018-05-06T16:00:00Z,31.1,32.68,6.7,240,585,469,243.5
2018-05-06T17:00:00Z,30.6,33.63,4.6,240,365.5,256.5,222
2018-05-06T18:00:00Z,29.4,34.64,3.6,270,156,82.5,125.5
2018-05-06T19:00:00Z,28.3,33.2,5.1,290,26.5,2.5,26
2018-05-06T20:00:00Z,26.1,39.05,3.1,290,1.5,0,1.5
2018-05-06T21:00:00Z,24.4,46.47,2.1,300,0,0,0
2018-05-06T22:00:00Z,22.8,53.23,2.6,280,0,0,0
2018-05-06T23:00:00Z,22.8,51.18,4.6,330,0,0,0
2018-05-07T01:00:00Z,19.4,61.02,2.6,330,0,0,0
2018-05-07T02:00:00Z,18.9,62.95,3.6,330,0,0,0
2018-05-07T03:00:00Z,18.3,65.36,4.1,340,0,0,0
2018-05-07T04:00:00Z,17.2,70.06,3.1,330,0,0,0
2018-05-07T05:00:00Z,16.1,72.2,2.6,320,0,0,0
2018-05-07T06:00:00Z,17.2,67.33,4.6,340,4.5,15.5,4.5
2018-05-07T07:00:00Z,17.8,67.45,4.6,360,106,277.5,57
2018-05-07T08:00:00Z,20.6,65.43,6.2,20,283.5,463.5,108
2018-05-07T09:00:00Z,22.2,61.28,5.7,10,493,624,141.5
2018-05-07T10:00:00Z,23.3,53.36,5.1,40,697.5,755,153
2018-05-07T11:00:00Z,24.4,49.95,5.1,10,845,802.5,165
2018-05-07T12:00:00Z,25,46.64,4.6,10,915.5,780,193.5
2018-05-07T13:00:00Z,26.7,42.17,4.1,360,739.5,387.5,370
2018-05-07T14:00:00Z,26.7,40.54,5.7,20,903,769,190.5
2018-05-07T15:00:00Z,27.2,38.09,5.7,30,851.5,826.5,150
2018-05-07T16:00:00Z,27.8,35.34,4.1,50,710,797,133
2018-05-07T17:00:00Z,26.7,36.46,5.1,50,521,717.5,118
2018-05-07T18:00:00Z,26.1,39.05,4.6,50,281,475,107.5
2018-05-07T19:00:00Z,23.3,49.65,4.6,40,113,311,56.5
2018-05-07T20:00:00Z,21.7,52.95,4.1,40,5,18,4.5
2018-05-07T21:00:00Z,20,65.3,4.1,70,0,0,0
2018-05-07T22:00:00Z,18.9,75.11,5.1,70,0,0,0
2018-05-07T23:00:00Z,17.8,77.91,5.7,70,0,0,0
2018-05-08T01:00:00Z,15.6,89.61,3.1,60,0,0,0
2018-05-08T02:00:00Z,15.6,86.17,3.1,360,0,0,0
2018-05-08T03:00:00Z,15,89.56,3.6,10,0,0,0
2018-05-08T04:00:00Z,15,89.56,4.1,350,0,0,0
2018-05-08T05:00:00Z,15,89.56,3.1,360,0,0,0
2018-05-08T06:00:00Z,14.4,93.1,3.6,10,5,23,4.5
2018-05-08T07:00:00Z,16.1,83.46,4.1,30,116,350,53.5
2018-05-08T08:00:00Z,18.3,72.61,5.7,20,317.5,624,85
2018-05-08T09:00:00Z,20,60.76,5.1,40,529,760,102.5
2018-05-08T10:00:00Z,21.1,54.93,3.6,20,717.5,835.5,113.5
2018-05-08T11:00:00Z,23.3,49.65,3.1,138.33,865.5,881,118
2018-05-08T12:00:00Z,24.4,48.34,4.1,320,957.5,899.5,123
2018-05-08T13:00:00Z,25.6,43.26,3.1,20,988,901.5,127.5
2018-05-08T14:00:00Z,25.55,43.38,4.6,20,953,884,132.5
2018-05-08T15:00:00Z,26.7,39.22,4.6,50,857.5,853.5,131.5
2018-05-08T16:00:00Z,27.2,36.6,4.6,350,708,801.5,126.5
2018-05-08T17:00:00Z,26.7,37.69,3.6,20,520.5,716.5,116.5
2018-05-08T18:00:00Z,26.1,37.77,3.6,30,311.5,574.5,95.5
2018-05-08T19:00:00Z,23.3,48.04,3.1,50,115,320,56
2018-05-08T20:00:00Z,21.1,61.02,3.6,70,6,22.5,5.5
2018-05-08T21:00:00Z,19.4,70.48,2.6,70,0,0,0
2018-05-08T22:00:00Z,18.9,75.11,3.6,90,0,0,0
2018-05-08T23:00:00Z,17.2,80.92,2.6,100,0,0,0
2018-05-09T01:00:00Z,15,89.56,1.5,70,0,0,0
2018-05-09T02:00:00Z,13.3,93.04,0,40,0,0,0
2018-05-09T03:00:00Z,13.9,93.07,2.1,10,0,0,0
2018-05-09T04:00:00Z,13.3,93.04,2.1,360,0,0,0
2018-05-09T05:00:00Z,12.8,93.02,2.1,340,0,0,0
2018-05-09T06:00:00Z,13.9,89.48,1.5,340,6,27.5,5.5
2018-05-09T07:00:00Z,15.6,86.17,4.1,350,119,368.5,52
2018-05-09T08:00:00Z,18.3,75.5,3.6,360,323,638,84
2018-05-09T09:00:00Z,20.6,62.93,5.1,50,537,773,102
2018-05-09T10:00:00Z,22.2,59.32,3.6,10,729,847,114.5
2018-05-09T11:00:00Z,23.9,46.33,5.1,360,876,886,123
2018-05-09T12:00:00Z,25.6,40.23,3.1,50,970.5,905.5,129
2018-05-09T13:00:00Z,26.7,35.03,3.6,70,1000.5,910,130.5
2018-05-09T14:00:00Z,27.2,32.67,0,110.83,968,906,125.5
2018-05-09T15:00:00Z,27.2,31.59,2.1,90,872,879.5,123
2018-05-09T16:00:00Z,28.3,29.62,1.5,91.54,722.5,833.5,116.5
2018-05-09T17:00:00Z,28.3,28.44,1.5,320,533,759.5,103.5
2018-05-09T18:00:00Z,27.2,30.33,0,90,323,629.5,85
2018-05-09T19:00:00Z,25.6,41.86,1.5,140,121,377,51.5
2018-05-09T20:00:00Z,21.1,61.02,1.5,200,6.5,33,6
2018-05-09T21:00:00Z,20,58.79,0,0,0,0,0
2018-05-09T22:00:00Z,18.9,72.72,3.6,160,0,0,0
2018-05-09T23:00:00Z,18.3,81.07,2.6,160,0,0,0
2018-05-10T01:00:00Z,17.2,90.31,1.5,150,0,0,0
2018-05-10T02:00:00Z,16.1,96.85,1.5,190,0,0,0
2018-05-10T03:00:00Z,16.1,93.19,2.1,210,0,0,0
2018-05-10T04:00:00Z,15.6,96.22,1.5,160,0,0,0
2018-05-10T05:00:00Z,15,96.2,1,200,0,0,0
2018-05-10T06:00:00Z,16.1,96.85,2.6,220,6,24,5.5
2018-05-10T07:00:00Z,17.03,96.88,3.27,240,116,324.5,56
2018-05-10T08:00:00Z,19.45,75.96,3.6,240,302.5,532.5,101
2018-05-10T09:00:00Z,23.9,59.73,4.1,230,515,693,124
2018-05-10T10:00:00Z,26.1,48.49,4.6,230,698.5,762.5,144.5
2018-05-10T11:00:00Z,28.3,46.04,3.6,230,838,788,166
2018-05-10T12:00:00Z,28.9,42.78,4.6,260,938,835.5,160.5
2018-05-10T13:00:00Z,30.6,38.8,5.1,260,965,833,167
2018-05-10T14:00:00Z,31.1,37.7,6.7,230,930,812.5,173.5
2018-05-10T15:00:00Z,31.7,32.64,6.7,200,782.5,619,252
2018-05-10T16:00:00Z,31.7,32.64,3.6,220,688.5,712,169.5
2018-05-10T17:00:00Z,31.1,33.77,5.7,190,503,608.5,157.5
2018-05-10T18:00:00Z,30,37.4,4.1,210,301,463.5,124
2018-05-10T19:00:00Z,27.8,45.61,3.6,190,97.5,172,65.5
2018-05-10T20:00:00Z,26.1,52.38,3.6,190,6,15,5.5
2018-05-10T21:00:00Z,25.6,55.71,4.6,200,0,0,0
2018-05-10T22:00:00Z,21.98,90.06,2.7,190,0,0,0
2018-05-10T23:00:00Z,21.1,81.44,3.1,200,0,0,0
2018-05-11T01:00:00Z,20,78.24,2.1,260,0,0,0
2018-05-11T02:00:00Z,18.3,87,2.1,230,0,0,0
2018-05-11T03:00:00Z,17.2,93.24,1.5,230,0,0,0
2018-05-11T04:00:00Z,17.2,93.24,0,16.15,0,0,0
2018-05-11T05:00:00Z,16.1,93.19,0,0,0,0,0
2018-05-11T06:00:00Z,16.1,93.19,0,104.29,7,34,6
2018-05-11T07:00:00Z,18.9,87.05,1.5,260,122.5,389,50.5
2018-05-11T08:00:00Z,22.2,76.14,2.6,260,326,653.5,78
2018-05-11T09:00:00Z,25,64.31,1.5,317.5,537,783.5,93
2018-05-11T10:00:00Z,28.3,52.95,3.6,20,724,849,105.5
2018-05-11T11:00:00Z,30.6,41.63,3.1,30,866.5,875,120
2018-05-11T12:00:00Z,31.7,26.24,0,184.17,955,888.5,127.5
2018-05-11T13:00:00Z,32.2,29.52,2.1,187.27,983,885.5,134
2018-05-11T14:00:00Z,32.8,29.68,2.1,215.45,946.5,866,139.5
2018-05-11T15:00:00Z,33.3,27.75,3.6,250,851,832,140
2018-05-11T16:00:00Z,32.2,30.71,2.6,180,553,461,206
2018-05-11T17:00:00Z,32.8,30.67,3.6,160,382,335,185
2018-05-11T18:00:00Z,31.1,37.7,2.6,160,241,284,130
2018-05-11T19:00:00Z,28.3,47.54,2.1,160,85.5,136.5,60
2018-05-11T20:00:00Z,26.7,54.24,1.5,160,7,24.5,6.5
2018-05-11T21:00:00Z,25,57.74,2.6,180,0,0,0
2018-05-11T22:00:00Z,24.4,59.84,2.1,200,0,0,0
2018-05-11T23:00:00Z,23.9,59.73,3.1,220,0,0,0
2018-05-12T01:00:00Z,21.1,73.11,0,200,0,0,0
2018-05-12T02:00:00Z,19.4,81.22,0,216.36,0,0,0
2018-05-12T03:00:00Z,18.9,83.79,0,179.23,0,0,0
2018-05-12T04:00:00Z,18.9,83.79,0,197.69,0,0,0
2018-05-12T05:00:00Z,18.9,83.79,0,213.33,0,0,0
2018-05-12T06:00:00Z,18.9,83.79,0,193.33,6.5,25,6
2018-05-12T07:00:00Z,21.1,81.44,1.5,170,117,307.5,58.5
2018-05-12T08:00:00Z,25.6,55.71,3.6,230,309,540,103
2018-05-12T09:00:00Z,28.3,46.04,3.6,250,509.5,662,133.5
2018-05-12T10:00:00Z,30.6,38.8,4.6,250,692,736,154.5
2018-05-12T11:00:00Z,31.7,37.87,3.6,220,839.5,797,158
2018-05-12T12:00:00Z,32.2,35.42,3.1,230,930.5,821,164.5
2018-05-12T13:00:00Z,33.3,33.3,3.1,270,962.5,834,161.5
2018-05-12T14:00:00Z,35,30.29,5.1,230,932,831,156.5
2018-05-12T15:00:00Z,34.4,30.12,3.1,160,829.5,771,170.5
2018-05-12T16:00:00Z,34.4,30.12,4.1,180,679,693,170
2018-05-12T17:00:00Z,33.9,32.2,3.1,190,456.5,467,193
2018-05-12T18:00:00Z,32.2,36.82,3.1,190,295,455,119
2018-05-12T19:00:00Z,30,48,5.1,160,111.5,242,64.5
2018-05-12T20:00:00Z,28.3,50.98,4.6,170,6.5,16.5,6
2018-05-12T21:00:00Z,26.7,55.99,3.1,180,0,0,0
2018-05-12T22:00:00Z,24.4,64.18,3.1,170,0,0,0
2018-05-12T23:00:00Z,24.4,64.18,3.1,210,0,0,0
2018-05-13T01:00:00Z,22.2,76.14,3.1,200,0,0,0
2018-05-13T02:00:00Z,21.7,78.5,3.6,200,0,0,0
2018-05-13T03:00:00Z,21.1,78.41,2.6,210,0,0,0
2018-05-13T04:00:00Z,20.6,80.86,2.1,270,0,0,0
2018-05-13T05:00:00Z,19.4,87.1,2.6,200,0,0,0
2018-05-13T06:00:00Z,20,87.16,2.1,200,6.5,20,6
2018-05-13T07:00:00Z,22.2,76.14,3.6,220,115.5,266,64
2018-05-13T08:00:00Z,24.4,64.18,4.1,220,306,495.5,115.5
2018-05-13T09:00:00Z,26.7,58.15,4.1,230,507.5,637,144
2018-05-13T10:00:00Z,28.9,52.77,3.6,250,692,732,156
2018-05-13T11:00:00Z,30.6,47.85,2.6,217.5,838,790.5,161.5
2018-05-13T12:00:00Z,31.7,44.95,3.1,200,930,818,165.5
2018-05-13T13:00:00Z,33.9,39.72,4.1,220,960.5,824.5,168
2018-05-13T14:00:00Z,33.9,34.55,4.1,260,929,814.5,168
2018-05-13T15:00:00Z,34.4,33.6,2.6,188.33,835.5,781.5,165.5
2018-05-13T16:00:00Z,34.4,33.6,3.1,200,691,720.5,162.5
2018-05-13T17:00:00Z,33.9,34.55,4.1,200,507.5,628.5,147.5
2018-05-13T18:00:00Z,32.8,40.93,3.1,180,307,495,115.5
2018-05-13T19:00:00Z,30.6,49.69,5.7,160,118,271,65
2018-05-13T20:00:00Z,27.8,56.26,6.2,190,7,21,6.5
2018-05-13T21:00:00Z,26.7,60.01,4.6,180,0,0,0
2018-05-13T22:00:00Z,25.6,51.92,3.1,190,0,0,0
2018-05-13T23:00:00Z,24.4,59.84,3.1,210,0,0,0
2018-05-14T01:00:00Z,22.2,73.3,3.1,210,0,0,0
2018-05-14T02:00:00Z,21.7,78.5,2.6,210,0,0,0
2018-05-14T03:00:00Z,21.1,84.04,2.1,220,0,0,0
2018-05-14T04:00:00Z,20,89.94,2.1,210,0,0,0
2018-05-14T05:00:00Z,19.4,90.46,1.5,170,0,0,0
2018-05-14T06:00:00Z,19.4,93.35,1.5,200,7,21,6.5
2018-05-14T07:00:00Z,22.2,87.36,3.6,220,118.5,281,64
2018-05-14T08:00:00Z,24.4,76.48,2.6,260,308,518,108.5
2018-05-14T09:00:00Z,26.7,60.01,3.1,230,510.5,655,135.5
2018-05-14T10:00:00Z,28.3,50.98,3.1,210,632,541,237.5
2018-05-14T11:00:00Z,30,46.21,4.1,170,765,566,277.5
2018-05-14T12:00:00Z,31.1,40.46,3.1,200.77,923,792,182.5
2018-05-14T13:00:00Z,31.7,40.63,3.1,150,952,794,188
2018-05-14T14:00:00Z,32.2,39.49,5.1,170,920,783.5,186.5
2018-05-14T15:00:00Z,32.8,36.75,4.1,190,792,645.5,239
2018-05-14T16:00:00Z,32.2,42.34,3.6,190,651,590.5,218
2018-05-14T17:00:00Z,30.6,49.69,4.1,180,348.5,204,226
2018-05-14T18:00:00Z,29.4,54.92,2.1,190,223.5,203.5,147
2018-05-14T19:00:00Z,27.8,62.55,4.6,170,91,128.5,66
2018-05-14T20:00:00Z,26.7,62.3,3.6,180,7,11.5,6.5
2018-05-14T21:00:00Z,25.6,71.2,2.6,190,0,0,0
2018-05-14T22:00:00Z,24.4,76.48,2.6,170,0,0,0
2018-05-14T23:00:00Z,23.3,81.72,2.1,170,0,0,0
2018-05-15T01:00:00Z,22.2,87.36,1.5,160,0,0,0
2018-05-15T02:00:00Z,22.2,87.36,2.1,170,0,0,0
2018-05-15T03:00:00Z,21.7,90.06,1.5,170,0,0,0
2018-05-15T04:00:00Z,21.1,90.02,1.5,170,0,0,0
2018-05-15T05:00:00Z,21.1,93.44,0,87.27,0,0,0
2018-05-15T06:00:00Z,21.7,90.06,0,262,2,4,2
2018-05-15T07:00:00Z,22.2,90.66,2.1,40,24,0,24
2018-05-15T08:00:00Z,23.9,81.79,0,5.45,125.5,40,108.5
2018-05-15T09:00:00Z,26.05,73.98,2.1,130,346.5,172.5,247
2018-05-15T10:00:00Z,26.7,69.24,2.6,120,399.5,107,322.5
2018-05-15T11:00:00Z,27.5,63.05,2.6,140,437.5,68,379.5
2018-05-15T12:00:00Z,26.1,79.13,4.1,160,397.5,40,360
2018-05-15T13:00:00Z,25.6,81.51,3.1,200,476,84,395.5
2018-05-15T14:00:00Z,23.9,90.22,2.1,170,450.5,91,366
2018-05-15T15:00:00Z,23.9,87.51,4.1,90,217.5,20,201
2018-05-15T16:00:00Z,23.3,90.73,0,20,132.5,2,131
2018-05-15T17:00:00Z,22.8,90.14,1.5,90,74,0,74
2018-05-15T18:00:00Z,23.3,87.46,0,147,90.5,2.5,89.5
2018-05-15T19:00:00Z,23.3,90.73,0,91.67,29.5,0,29.5
2018-05-15T20:00:00Z,22.8,93.52,0,119.09,3.5,2,3.5
2018-05-15T21:00:00Z,22.6,93.52,0,0,0,0,0
2018-05-15T22:00:00Z,22.1,96.99,0.75,110,0,0,0
2018-05-15T23:00:00Z,22.1,96.39,0.6,120,0,0,0
2018-05-16T01:00:00Z,21.7,93.47,1.5,110,0,0,0
2018-05-16T02:00:00Z,21.7,93.47,1.5,130,0,0,0
2018-05-16T03:00:00Z,21.7,93.47,1.5,140,0,0,0
2018-05-16T04:00:00Z,21.7,93.47,1.5,140,0,0,0
2018-05-16T05:00:00Z,21.7,93.47,0,149.17,0,0,0
2018-05-16T06:00:00Z,21.1,96.97,1.5,150,5.5,2.5,5.5
2018-05-16T07:00:00Z,21.95,93.49,2.05,170,73,42.5,63
2018-05-16T08:00:00Z,23.05,93.54,2.6,185,189.5,112,144.5
2018-05-16T09:00:00Z,24.27,84.92,3.6,193.33,327,162,234
2018-05-16T10:00:00Z,27.25,64.92,4.6,195,529.5,282.5,321
2018-05-16T11:00:00Z,27.8,64.92,3.6,205,635.5,279.5,394.5
2018-05-16T12:00:00Z,28.9,58.68,5.1,180,673,231,456.5
2018-05-16T13:00:00Z,29.4,57,5.7,240,716.5,258.5,467
2018-05-16T14:00:00Z,30.6,51.26,4.6,190,750.5,362,411
2018-05-16T15:00:00Z,26.1,73.98,4.1,140,370,79.5,300
2018-05-16T16:00:00Z,24.4,87.46,5.12,120,166.5,5.5,162.5
2018-05-16T17:00:00Z,23.67,90.81,3.43,73.33,185.5,24,173
2018-05-16T18:00:00Z,25.3,84.47,3.35,150,236.5,220,149.5
2018-05-16T19:00:00Z,24.23,84.35,3.43,170,85.5,86,68.5
2018-05-16T20:00:00Z,22.8,87.41,2.1,150,7,6.5,6.5
2018-05-16T21:00:00Z,22.2,87.36,2.6,150,0,0,0
2018-05-16T22:00:00Z,21.7,90.06,2.6,150,0,0,0
2018-05-16T23:00:00Z,21.1,93.44,2.6,170,0,0,0
2018-05-17T01:00:00Z,21.4,90.06,2.48,145,0,0,0
2018-05-17T02:00:00Z,21.7,90.06,2.6,170,0,0,0
2018-05-17T03:00:00Z,21.1,93.44,1.5,180,0,0,0
2018-05-17T04:00:00Z,21.1,93.44,1.5,140,0,0,0
2018-05-17T05:00:00Z,21.1,93.44,2.6,130,0,0,0
2018-05-17T06:00:00Z,21.1,93.44,2.98,152.5,2.5,3,2.5
2018-05-17T07:00:00Z,21.4,90.06,2.72,155,24.5,0,24.5
2018-05-17T08:00:00Z,22.2,90.66,3.6,140,84,10,79.5
2018-05-17T09:00:00Z,23.03,84.81,3.43,143.33,217,24.5,202.5
2018-05-17T10:00:00Z,23.3,87.46,3.1,160,143.5,5.5,139.5
2018-05-17T11:00:00Z,23.14,90.73,2.4,106,122.5,0.5,122
2018-05-17T12:00:00Z,23.24,93.54,2.4,84,92.5,0,92.5
2018-05-17T13:00:00Z,22.99,93.52,2.19,202.5,96.5,0.5,96
2018-05-17T14:00:00Z,23.5,84.92,1.37,135,409.5,83.5,331.5
2018-05-17T15:00:00Z,25.58,87.61,3.45,143.33,439.5,92,360.5
2018-05-17T16:00:00Z,24.67,84.47,3.6,156.67,235,16.5,222.5
2018-05-17T17:00:00Z,26.1,82.07,4.1,150,278,75.5,234.5
2018-05-17T18:00:00Z,25,87.61,3.27,140,151.5,55,127.5
2018-05-17T19:00:00Z,25,87.61,3.1,140,46,0,46
2018-05-17T20:00:00Z,24.2,87.55,3.6,135,4.5,1,4.5
2018-05-17T21:00:00Z,24.4,87.55,4.6,140,0,0,0
2018-05-17T22:00:00Z,23.9,90.22,4.1,170,0,0,0
2018-05-17T23:00:00Z,23.9,87.51,2.6,170,0,0,0
2018-05-18T01:00:00Z,23.3,90.73,4.6,170,0,0,0
2018-05-18T02:00:00Z,23.3,90.73,4.6,170,0,0,0
2018-05-18T03:00:00Z,22.8,93.52,3.1,170,0,0,0
2018-05-18T04:00:00Z,22.2,93.49,2.6,170,0,0,0
2018-05-18T05:00:00Z,22.2,93.49,3.1,143.33,0,0,0
2018-05-18T06:00:00Z,22.2,93.49,3.27,146.67,7.5,10,7
2018-05-18T07:00:00Z,22.8,90.14,4.1,160,70.5,69.5,55.5
2018-05-18T08:00:00Z,23.9,87.51,4.1,170,161,52.5,141
2018-05-18T09:00:00Z,24.15,87.55,3.85,175,202.5,21.5,190.5
2018-05-18T10:00:00Z,25,84.47,5.1,170,310,41.5,278.5
2018-05-18T11:00:00Z,25.85,79.13,4.9,175,458.5,76.5,392
2018-05-18T12:00:00Z,27.1,71.93,4.35,170,545.5,112,439.5
2018-05-18T13:00:00Z,26.7,76.38,3.6,200,436,42,395.5
2018-05-18T14:00:00Z,23.9,84.35,4.6,240,241.5,12.5,229.5
2018-05-18T15:00:00Z,23.3,90.73,3.23,245,140,2.5,137.5
2018-05-18T16:00:00Z,23.9,90.22,2.98,132.5,253,18.5,239.5
2018-05-18T17:00:00Z,23.9,90.22,4.1,150,153.5,16.5,144.5
2018-05-18T18:00:00Z,24.6,81.86,4.43,146.67,157,108.5,116
2018-05-18T19:00:00Z,23.3,87.46,4.1,150,64,93.5,45
2018-05-18T20:00:00Z,22.8,90.14,4.1,130,7,13.5,6.5
2018-05-18T21:00:00Z,22.8,90.14,2.6,160,0,0,0
2018-05-18T22:00:00Z,22.87,90.14,2.93,160,0,0,0
2018-05-18T23:00:00Z,22.2,93.49,3.6,160,0,0,0
2018-05-19T01:00:00Z,21.7,93.47,1.9,156.67,0,0,0
2018-05-19T02:00:00Z,21.7,96.39,3.1,150,0,0,0
2018-05-19T03:00:00Z,22.2,93.49,1.5,170,0,0,0
2018-05-19T04:00:00Z,22.2,93.49,2.1,140,0,0,0
2018-05-19T05:00:00Z,21.7,96.39,2.35,120,0,0,0
2018-05-19T06:00:00Z,22.15,93.49,3.48,167.5,1.5,0,1.5
2018-05-19T07:00:00Z,22.2,93.49,2.37,153.33,10,0,10
