time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-05-19T08:00:00Z,22.2,93.49,2.85,147.5,66.5,0,66.5
2018-05-19T09:00:00Z,22.2,93.49,3.43,153.33,92.5,0,92.5
2018-05-19T10:00:00Z,22.2,96.99,3.35,177.5,184.5,6.5,179.5
2018-05-19T11:00:00Z,23.05,87.51,3.1,180,441.5,74.5,377.5
2018-05-19T12:00:00Z,24.1,87.55,4.27,153.33,476,75.5,404.5
2018-05-19T13:00:00Z,24.64,81.93,4.2,164,438,43,396.5
2018-05-19T14:00:00Z,26.1,76.75,4.1,140,550,111.5,445.5
2018-05-19T15:00:00Z,26.07,76.75,5.3,146.67,458,76,392
2018-05-19T16:00:00Z,26.1,76.75,5.7,150,422,115.5,336.5
2018-05-19T17:00:00Z,25,81.93,5.7,170,230,32.5,211
2018-05-19T18:00:00Z,25,78.97,5.7,160,125.5,22,116
2018-05-19T19:00:00Z,23.9,84.35,4.6,165,28.5,0,28.5
2018-05-19T20:00:00Z,23.03,87.41,3.27,186.67,3.5,0,3.5
2018-05-19T21:00:00Z,22.8,90.14,2.77,170,0,0,0
2018-05-19T22:00:00Z,22.4,90.66,1.4,200,0,0,0
2018-05-19T23:00:00Z,22.4,90.14,3.43,173.33,0,0,0
2018-05-20T01:00:00Z,21.7,93.47,0.75,170,0,0,0
2018-05-20T02:00:00Z,21.15,96.36,0,135.45,0,0,0
2018-05-20T03:00:00Z,20.78,96.36,2.6,128,0,0,0
2018-05-20T04:00:00Z,21.1,96.97,2.48,132.5,0,0,0
2018-05-20T05:00:00Z,21.1,96.97,3.1,150,0,0,0
2018-05-20T06:00:00Z,21.7,96.39,2.35,175,3,0,3
2018-05-20T07:00:00Z,22.2,93.49,2.6,190,49,13.5,46
2018-05-20T08:00:00Z,23.3,90.73,2.1,200,180.5,109.5,133.5
2018-05-20T09:00:00Z,24.7,78.97,2.85,240,376,327.5,197
2018-05-20T10:00:00Z,26.1,73.98,2.6,250,453,160.5,331.5
2018-05-20T11:00:00Z,26.7,71.4,2.6,250,497,111,402
2018-05-20T12:00:00Z,27.2,67.24,2.4,195,598.5,141,465.5
2018-05-20T13:00:00Z,27.5,66.94,2.35,200,618.5,140,483
2018-05-20T14:00:00Z,28.3,65.02,3.1,190,503.5,81,427
2018-05-20T15:00:00Z,28.3,67.46,3.1,200,327.5,27.5,304
2018-05-20T16:00:00Z,28.9,62.8,3.6,220,501.5,242,322
2018-05-20T17:00:00Z,27.18,73.98,3.85,275,193,31,174.5
2018-05-20T18:00:00Z,26.46,74.08,1.34,263.33,172,95,134.5
2018-05-20T19:00:00Z,26.15,79.06,2.6,195,22,0,22
2018-05-20T20:00:00Z,23.92,90.22,3.5,247.5,3,0,3
2018-05-20T21:00:00Z,23.3,90.73,2.6,230,0,0,0
2018-05-20T22:00:00Z,22.8,90.14,3.6,220,0,0,0
2018-05-20T23:00:00Z,22.2,93.49,2.6,220,0,0,0
2018-05-21T01:00:00Z,22.2,93.49,1.5,220,0,0,0
2018-05-21T02:00:00Z,22.2,93.49,0,169.23,0,0,0
2018-05-21T03:00:00Z,21.7,96.39,1.5,230,0,0,0
2018-05-21T04:00:00Z,22.15,93.49,1.5,230,0,0,0
2018-05-21T05:00:00Z,22.2,93.49,2.35,205,0,0,0
2018-05-21T06:00:00Z,22.2,93.49,2.93,216.67,2.5,1.5,2.5
2018-05-21T07:00:00Z,22.5,93.52,3.1,220,32.5,1.5,32
2018-05-21T08:00:00Z,23.05,90.73,2.05,235,123,14,117.5
2018-05-21T09:00:00Z,24.4,81.86,0,216.67,175.5,11,169
2018-05-21T10:00:00Z,26.1,66.6,2.6,250,503.5,232.5,331.5
2018-05-21T11:00:00Z,27.8,60.26,4.1,270,712,411,356
2018-05-21T12:00:00Z,28.3,56.74,3.1,240,763,367,417.5
2018-05-21T13:00:00Z,28.9,52.77,4.1,230,716.5,248,476.5
2018-05-21T14:00:00Z,28.9,56.53,3.1,220,646,187.5,469.5
2018-05-21T15:00:00Z,28.9,56.53,3.1,200,643,280,401.5
2018-05-21T16:00:00Z,29.4,54.92,3.1,160,689.5,713,161
2018-05-21T17:00:00Z,28.9,58.68,3.1,190,497.5,573,158
2018-05-21T18:00:00Z,28.9,56.53,3.6,170,261.5,288,145.5
2018-05-21T19:00:00Z,27.2,64.79,3.6,170,91,87,71.5
2018-05-21T20:00:00Z,25,68.91,2.6,180,8,8.5,7.5
2018-05-21T21:00:00Z,24.4,76.48,2.6,160,0,0,0
2018-05-21T22:00:00Z,23.9,81.79,1.5,180,0,0,0
2018-05-21T23:00:00Z,23.3,87.46,1.5,200,0,0,0
2018-05-22T01:00:00Z,22.2,90.66,2.1,200,0,0,0
2018-05-22T02:00:00Z,21.7,93.47,2.1,210,0,0,0
2018-05-22T03:00:00Z,21.7,93.47,2.1,190,0,0,0
2018-05-22T04:00:00Z,21.1,96.97,2.1,210,0,0,0
2018-05-22T05:00:00Z,21.1,93.44,1.8,190,0,0,0
2018-05-22T06:00:00Z,21.08,96.97,1.2,202.5,8,11,7.5
2018-05-22T07:00:00Z,21.7,96.39,2.22,232.5,92.5,104.5,70.5
2018-05-22T08:00:00Z,22.9,93.52,2.35,250,217.5,172.5,150.5
2018-05-22T09:00:00Z,24.72,79.06,2.35,220,426.5,371.5,205.5
2018-05-22T10:00:00Z,27.2,67.24,1.5,270,595,463,246.5
2018-05-22T11:00:00Z,27.2,62.42,2.35,250,610.5,323,333
2018-05-22T12:00:00Z,29.4,54.92,0,222.5,764,437.5,352
2018-05-22T13:00:00Z,27.2,71.93,3.1,350,625,174.5,456
2018-05-22T14:00:00Z,28.9,58.68,4.1,180,702,294.5,424
2018-05-22T15:00:00Z,30,44.77,5.1,170,806.5,714,190
2018-05-22T16:00:00Z,27.2,64.79,7.2,210,607.5,532.5,202.5
2018-05-22T17:00:00Z,27.8,56.26,6.2,200,417.5,370,205.5
2018-05-22T18:00:00Z,27.2,64.79,4.1,210,321.5,539,101.5
2018-05-22T19:00:00Z,26.1,73.98,4.1,170,94.5,104.5,72
2018-05-22T20:00:00Z,24.4,81.86,2.6,210,11,34.5,9
2018-05-22T21:00:00Z,23.9,81.79,1.5,230,0,0,0
2018-05-22T22:00:00Z,23.3,84.81,2.1,220,0,0,0
2018-05-22T23:00:00Z,22.8,87.41,1.5,190,0,0,0
2018-05-23T01:00:00Z,22.2,90.66,2.6,200,0,0,0
2018-05-23T02:00:00Z,21.7,93.47,2.6,210,0,0,0
2018-05-23T03:00:00Z,21.1,96.97,2.1,180,0,0,0
2018-05-23T04:00:00Z,21.48,93.47,0.75,185,0,0,0
2018-05-23T05:00:00Z,21.95,93.49,1.8,225,0,0,0
2018-05-23T06:00:00Z,22.2,93.49,1.8,207.5,12.5,49.5,10
2018-05-23T07:00:00Z,23.3,90.73,2.1,230,107.5,273,55.5
2018-05-23T08:00:00Z,23.9,87.51,3.1,240,142.5,35.5,128
2018-05-23T09:00:00Z,24.47,79.06,3.1,236.67,163.5,8,158.5
2018-05-23T10:00:00Z,25.93,76.75,2.93,235,287.5,36,260
2018-05-23T11:00:00Z,27.67,69.45,3.6,230,718,548,239.5
2018-05-23T12:00:00Z,29.2,63.29,4.1,230,936.5,851,133.5
2018-05-23T13:00:00Z,29.85,56.94,4.22,227.5,769,454.5,328
2018-05-23T14:00:00Z,27.8,64.92,5.7,220,621,184.5,447
2018-05-23T15:00:00Z,28.3,60.76,5.1,230,725.5,514.5,275.5
2018-05-23T16:00:00Z,28.9,56.53,4.6,250,559.5,370.5,288
2018-05-23T17:00:00Z,27.8,62.55,3.6,220,262,141.5,174
2018-05-23T18:00:00Z,26.7,66.72,2.6,240,30,0,30
2018-05-23T19:00:00Z,26.1,73.98,2.1,220,7.5,0,7.5
2018-05-23T20:00:00Z,25,78.97,2.1,190,2,3.5,2
2018-05-23T21:00:00Z,24.4,81.86,2.6,200,0,0,0
2018-05-23T22:00:00Z,24.4,84.92,2.6,220,0,0,0
2018-05-23T23:00:00Z,23.9,84.35,3.6,220,0,0,0
2018-05-24T01:00:00Z,22.8,87.41,2.1,230,0,0,0
2018-05-24T02:00:00Z,22.8,87.41,0,209.23,0,0,0
2018-05-24T03:00:00Z,22.2,90.66,1.5,190,0,0,0
2018-05-24T04:00:00Z,22.2,90.66,2.1,230,0,0,0
2018-05-24T05:00:00Z,22.2,90.66,2.1,250,0,0,0
2018-05-24T06:00:00Z,21.7,93.47,0,108.33,9.5,16.5,8.5
2018-05-24T07:00:00Z,22.8,90.14,0,271.82,115.5,245,65.5
2018-05-24T08:00:00Z,23.85,84.92,1.5,255,268.5,323.5,141
2018-05-24T09:00:00Z,25.6,79.06,2.6,330,353,178,251
2018-05-24T10:00:00Z,26.5,74.08,1.4,205,430,117,342
2018-05-24T11:00:00Z,27.13,71.93,2.93,46.67,453,81,383.5
2018-05-24T12:00:00Z,28.13,69.55,3.6,70,642,180.5,471
2018-05-24T13:00:00Z,28.92,65.15,3.85,55,669,186,488.5
2018-05-24T14:00:00Z,29.23,61.01,5.5,63.33,708.5,301,425.5
2018-05-24T15:00:00Z,29.7,61.01,5.15,95,763.5,544.5,291
2018-05-24T16:00:00Z,26.5,76.58,5.17,180,226,77.5,165
2018-05-24T17:00:00Z,23.38,90.14,5.46,128,40.5,0,40.5
2018-05-24T18:00:00Z,22.17,93.49,2.32,126.67,21,0,21
2018-05-24T19:00:00Z,22.63,93.52,3.87,100,9,0,9
2018-05-24T20:00:00Z,22.2,96.99,1.9,50,2,0,2
2018-05-24T21:00:00Z,22.6,93.52,2.77,86.67,0,0,0
2018-05-24T22:00:00Z,22.8,93.52,2.1,90,0,0,0
2018-05-24T23:00:00Z,22.8,93.52,0,93.08,0,0,0
2018-05-25T01:00:00Z,22.8,93.52,1.2,95,0,0,0
2018-05-25T02:00:00Z,22.5,96.99,1.5,95,0,0,0
2018-05-25T03:00:00Z,22.2,96.99,1.5,85,0,0,0
2018-05-25T04:00:00Z,22.15,96.99,2.1,107.5,0,0,0
2018-05-25T05:00:00Z,22.2,96.99,2.6,100,0,0,0
2018-05-25T06:00:00Z,22.2,93.49,2.27,123.33,6.5,3.5,6.5
2018-05-25T07:00:00Z,22.4,93.52,2.23,130,98.5,173.5,59.5
2018-05-25T08:00:00Z,23.35,87.51,3.35,175,217,189.5,134.5
2018-05-25T09:00:00Z,24.7,81.93,2.6,170,515,687.5,109.5
2018-05-25T10:00:00Z,26.13,71.4,2.6,160,716.5,814,110.5
2018-05-25T11:00:00Z,27.15,64.79,2.33,150,669,411,318.5
2018-05-25T12:00:00Z,27.8,62.55,2.6,130,655,213.5,453
2018-05-25T13:00:00Z,28.9,56.53,2.55,170,750,363.5,397
2018-05-25T14:00:00Z,28.9,58.68,7.2,160,747.5,444.5,323.5
2018-05-25T15:00:00Z,24.07,81.93,4.47,183.33,181.5,12,171
2018-05-25T16:00:00Z,27.8,71.6,3.6,190,514,363.5,249.5
2018-05-25T17:00:00Z,24.4,81.86,3.6,230,361,326,161.5
2018-05-25T18:00:00Z,24.4,84.92,1.5,200,69.5,0,69.5
2018-05-25T19:00:00Z,25,81.93,0,190.77,43,0,43
2018-05-25T20:00:00Z,23.9,87.51,2.1,170,5.5,2,5.5
2018-05-25T21:00:00Z,23.3,87.46,2.6,180,0,0,0
2018-05-25T22:00:00Z,22.8,90.14,2.1,200,0,0,0
2018-05-25T23:00:00Z,22.2,90.66,1.5,180,0,0,0
2018-05-26T01:00:00Z,21.7,93.47,0,155.38,0,0,0
2018-05-26T02:00:00Z,21.1,96.97,0,141.67,0,0,0
2018-05-26T03:00:00Z,21.1,96.97,0,107.69,0,0,0
2018-05-26T04:00:00Z,21.3,93.47,0,144.17,0,0,0
2018-05-26T05:00:00Z,21.7,96.39,1.57,180,0,0,0
2018-05-26T06:00:00Z,21.7,100,1.8,180,11.5,37,9.5
2018-05-26T07:00:00Z,22.22,96.42,2.05,187.5,129,328.5,59
2018-05-26T08:00:00Z,24.4,90.81,4.6,205,317,532,99
2018-05-26T09:00:00Z,26.1,79.13,4.6,230,412,413,177.5
2018-05-26T10:00:00Z,26.95,69.45,5.15,210,680,706.5,151
2018-05-26T11:00:00Z,28.9,62.8,3.1,230,799,691,198.5
2018-05-26T12:00:00Z,29.4,61.01,2.6,210,780,506.5,298
2018-05-26T13:00:00Z,30,58.94,3.6,200,672,278.5,401
2018-05-26T14:00:00Z,31.1,55.34,3.6,210,588.5,185,413
2018-05-26T15:00:00Z,32.2,50.42,5.1,190,794,668.5,214
2018-05-26T16:00:00Z,30,58.94,5.1,160,602,487,233
2018-05-26T17:00:00Z,28.9,65.15,4.1,190,477.5,492.5,179
2018-05-26T18:00:00Z,28.9,60.89,4.1,180,298.5,420,127.5
2018-05-26T19:00:00Z,27.2,69.34,4.1,190,134.5,304.5,69
2018-05-26T20:00:00Z,26.1,73.98,3.1,190,14.5,46,11.5
2018-05-26T21:00:00Z,25,76.58,3.6,170,0,0,0
2018-05-26T22:00:00Z,23.9,81.79,2.1,180,0,0,0
2018-05-26T23:00:00Z,23.3,84.81,2.1,200,0,0,0
2018-05-27T01:00:00Z,21.7,93.47,2.1,180,0,0,0
2018-05-27T02:00:00Z,21.1,96.97,1.5,170,0,0,0
2018-05-27T03:00:00Z,21.1,96.97,0,37.5,0,0,0
2018-05-27T04:00:00Z,21.1,96.97,0,164.17,0,0,0
2018-05-27T05:00:00Z,20.6,92.83,1.5,140,0,0,0
2018-05-27T06:00:00Z,20.42,93.44,0.65,140,10,10,9.5
2018-05-27T07:00:00Z,21.3,96.39,0.5,160,90,83.5,72.5
2018-05-27T08:00:00Z,23.3,90.73,2.1,170,207,112,160
2018-05-27T09:00:00Z,26.1,79.13,1.5,171,420,316,231
2018-05-27T10:00:00Z,26.6,71.4,2.93,166.67,557,310.5,326
2018-05-27T11:00:00Z,28.3,63.05,3.1,150,650.5,280.5,407.5
2018-05-27T12:00:00Z,28.3,63.05,4.1,140,718,277.5,456
2018-05-27T13:00:00Z,30,51.43,5.7,140,679.5,198.5,486.5
2018-05-27T14:00:00Z,29.4,51.27,5.1,160,691,254,450.5
2018-05-27T15:00:00Z,28.3,54.64,4.6,150,427,56,378
2018-05-27T16:00:00Z,27.8,64.92,5.1,150,324.5,52,286.5
2018-05-27T17:00:00Z,27.2,69.34,5.7,140,315.5,102.5,253.5
2018-05-27T18:00:00Z,25,73.79,7.2,160,102.5,6,100
2018-05-27T19:00:00Z,23.3,87.46,3.6,130,42.5,0,42.5
2018-05-27T20:00:00Z,22.8,90.14,3.1,140,5.5,0,5.5
2018-05-27T21:00:00Z,22.8,90.14,2.1,110,0,0,0
2018-05-27T22:00:00Z,22.8,90.14,1.5,90,0,0,0
2018-05-27T23:00:00Z,22.8,93.52,2.1,70,0,0,0
2018-05-28T01:00:00Z,22.2,96.99,3.1,60,0,0,0
2018-05-28T02:00:00Z,22.2,96.99,3.6,60,0,0,0
2018-05-28T03:00:00Z,22.13,96.99,3.77,68.33,0,0,0
2018-05-28T04:00:00Z,22.2,96.99,4.6,70,0,0,0
2018-05-28T05:00:00Z,22.2,96.99,4.6,70,0,0,0
2018-05-28T06:00:00Z,22.4,93.52,4.93,70,3,1,3
2018-05-28T07:00:00Z,22.8,93.52,4.77,73.33,12.5,0,12.5
2018-05-28T08:00:00Z,22.8,93.52,5.3,83.33,47.5,0,47.5
2018-05-28T09:00:00Z,22.8,93.52,5.15,85,96.5,2.5,95
2018-05-28T10:00:00Z,23,93.54,3.68,80,116.5,4.5,113
2018-05-28T11:00:00Z,24.4,90.81,3.6,80,385,46,344.5
2018-05-28T12:00:00Z,25.8,84.53,1.5,70,374.5,28,348
2018-05-28T13:00:00Z,25.9,84.59,1.2,100,198,8,190
2018-05-28T14:00:00Z,25.85,90.34,0.75,140,177.5,6,171.5
2018-05-28T15:00:00Z,26.12,87.7,2.6,155,172.5,5,168
2018-05-28T16:00:00Z,26.5,81.65,2.4,176.67,96.5,0,96.5
2018-05-28T17:00:00Z,26.14,87.7,3.08,166,147,6.5,143
2018-05-28T18:00:00Z,26.05,90.38,2.1,130,81,5.5,79
2018-05-28T19:00:00Z,25.4,93.62,3.27,133.33,16,0,16
2018-05-28T20:00:00Z,24.7,97.04,3.35,135,3,1,3
2018-05-28T21:00:00Z,24.4,93.6,2.6,140,0,0,0
2018-05-28T22:00:00Z,24.3,93.6,2.48,132.5,0,0,0
2018-05-28T23:00:00Z,23.92,96.45,2.6,130,0,0,0
2018-05-29T01:00:00Z,23.9,96.45,2.6,136.67,0,0,0
2018-05-29T02:00:00Z,23.9,96.45,2.6,140,0,0,0
2018-05-29T03:00:00Z,23.9,96.45,2.77,140,0,0,0
2018-05-29T04:00:00Z,23.92,96.45,1.98,128,0,0,0
2018-05-29T05:00:00Z,23.9,90.22,2.36,153.33,0,0,0
2018-05-29T06:00:00Z,23.5,97.02,2.4,156.67,7.5,0.5,7.5
2018-05-29T07:00:00Z,23.95,93.57,2.1,145,87,64.5,71.5
2018-05-29T08:00:00Z,25.32,87.13,3,168,255,259,149
2018-05-29T09:00:00Z,25.97,81.65,3.6,180,377,227.5,244.5
2018-05-29T10:00:00Z,28.3,74.35,4.6,200,430,148.5,316
2018-05-29T11:00:00Z,28.7,67.39,4.13,196.67,655.5,307.5,386
2018-05-29T12:00:00Z,30,65.38,5.1,170,694.5,254,454
2018-05-29T13:00:00Z,30.8,63.17,4.1,185,684.5,220,470
2018-05-29T14:00:00Z,30.6,63.17,5.7,170,611.5,231,392.5
2018-05-29T15:00:00Z,31.1,57.42,6.7,160,721.5,444,334
2018-05-29T16:00:00Z,31.7,53.49,6.7,180,603,420.5,286.5
2018-05-29T17:00:00Z,31.1,55.34,5.7,150,521.5,664,126.5
2018-05-29T18:00:00Z,28.9,65.15,3.6,170,279,323.5,138.5
2018-05-29T19:00:00Z,27.8,71.6,4.1,160,89.5,52.5,77.5
2018-05-29T20:00:00Z,26.7,76.38,3.6,150,11.5,6.5,11
2018-05-29T21:00:00Z,25.6,81.51,3.6,170,0,0,0
2018-05-29T22:00:00Z,25,84.47,3.6,150,0,0,0
2018-05-29T23:00:00Z,23.9,90.22,2.6,160,0,0,0
2018-05-30T01:00:00Z,24.4,90.81,2.6,170,0,0,0
2018-05-30T02:00:00Z,23.9,96.45,2.6,180,0,0,0
2018-05-30T03:00:00Z,23.9,96.45,2.1,180,0,0,0
2018-05-30T04:00:00Z,23.9,93.57,2.6,190,0,0,0
2018-05-30T05:00:00Z,23.95,93.57,2.1,190,0,0,0
2018-05-30T06:00:00Z,24.15,93.6,2.6,195,2.5,0,2.5
2018-05-30T07:00:00Z,25,90.3,1.5,190,22.5,0,22.5
2018-05-30T08:00:00Z,25,87.61,3.1,170,66.5,0,66.5
2018-05-30T09:00:00Z,25.85,76.38,2.6,190,189,22.5,176.5
2018-05-30T10:00:00Z,27.9,74.26,3.85,220,440.5,136,337
2018-05-30T11:00:00Z,28.6,65.25,3.6,215,564,160.5,424
2018-05-30T12:00:00Z,30,65.38,4.1,180,672.5,215,469
2018-05-30T13:00:00Z,31.1,59.19,4.1,180,745,293.5,459
2018-05-30T14:00:00Z,31.7,55.49,3.6,200,731.5,344,405.5
2018-05-30T15:00:00Z,31.1,55.34,5.1,160,682,373,359
2018-05-30T16:00:00Z,27.25,71.6,7.95,190,545.5,293,321.5
2018-05-30T17:00:00Z,26.25,82.2,2.95,180,179.5,26,164.5
2018-05-30T18:00:00Z,26.7,79.21,4.1,190,117.5,14,111
2018-05-30T19:00:00Z,26.1,76.75,4.1,200,9,0,9
2018-05-30T20:00:00Z,25,84.47,3.1,200,4,6,4
2018-05-30T21:00:00Z,25,87.61,2.1,210,0,0,0
2018-05-30T22:00:00Z,24.4,87.55,2.1,210,0,0,0
2018-05-30T23:00:00Z,23.9,90.22,2.1,190,0,0,0
2018-05-31T01:00:00Z,23.9,93.57,1.5,190,0,0,0
2018-05-31T02:00:00Z,23.9,93.57,2.1,210,0,0,0
2018-05-31T03:00:00Z,23.9,93.57,1.5,200,0,0,0
2018-05-31T04:00:00Z,23.3,97.02,0,188,0,0,0
2018-05-31T05:00:00Z,23.3,97.02,1.5,130,0,0,0
2018-05-31T06:00:00Z,23.1,97.02,0,189.09,4,0,4
2018-05-31T07:00:00Z,24.15,93.6,2.05,180,51.5,12.5,48.5
2018-05-31T08:00:00Z,25.8,84.53,1.5,185,116.5,21.5,108.5
2018-05-31T09:00:00Z,26.1,82.07,0.75,270,234.5,44.5,209
2018-05-31T10:00:00Z,27.17,74.26,0,218.33,407.5,100,333
2018-05-31T11:00:00Z,27.6,74.16,0,149.23,308,26,285.5
2018-05-31T12:00:00Z,27.97,77.09,1.73,270,378,50.5,329.5
2018-05-31T13:00:00Z,28.3,74.35,2.1,230,525,100.5,427
2018-05-31T14:00:00Z,28.87,72.33,4.27,176.67,740.5,399,364
2018-05-31T15:00:00Z,28.9,69.66,5.1,150,710,565,218
2018-05-31T16:00:00Z,29.4,65.25,4.6,140,716.5,781.5,125.5
2018-05-31T17:00:00Z,29.4,65.25,4.6,120,541.5,715,113
2018-05-31T18:00:00Z,28.95,69.66,3.1,145,345,601.5,93.5
2018-05-31T19:00:00Z,26.1,84.92,2.35,126.67,111.5,228,58.5
2018-05-31T20:00:00Z,23.2,90.14,3.28,57.5,13,38.5,10.5
2018-05-31T21:00:00Z,23.13,90.73,1.87,123.33,0,0,0
2018-05-31T22:00:00Z,23.3,93.54,3.1,250,0,0,0
2018-05-31T23:00:00Z,23.3,90.73,2.6,250,0,0,0
2018-06-01T01:00:00Z,22.2,93.49,2.1,280,0,0,0
2018-06-01T02:00:00Z,21.7,96.39,2.1,260,0,0,0
2018-06-01T03:00:00Z,21.7,96.39,0,170.77,0,0,0
2018-06-01T04:00:00Z,22.2,93.49,2.1,290,0,0,0
2018-06-01T05:00:00Z,21.1,96.97,1.5,240,0,0,0
2018-06-01T06:00:00Z,21.7,93.47,2.1,220,13.5,40,11
2018-06-01T07:00:00Z,22.8,90.14,3.1,280,137.5,320,68
2018-06-01T08:00:00Z,25,78.97,1.5,320,327.5,537.5,108
2018-06-01T09:00:00Z,25.6,76.2,0,78.46,446.5,443,192
2018-06-01T10:00:00Z,28.3,63.05,3.1,310,686.5,691,167.5
2018-06-01T11:00:00Z,29.4,59.16,3.1,270,795.5,676,209
2018-06-01T12:00:00Z,30.6,56.94,3.6,260,731.5,412.5,336.5
2018-06-01T13:00:00Z,31.7,48.15,3.1,340,969.5,834.5,155
2018-06-01T14:00:00Z,32.8,46.97,2.6,280,948.5,855.5,134.5
2018-06-01T15:00:00Z,33.9,41.24,2.1,185,861.5,833,131
2018-06-01T16:00:00Z,33.9,44.16,3.1,150,640.5,540.5,230
2018-06-01T17:00:00Z,32.2,51.99,3.1,190,528,664.5,127.5
2018-06-01T18:00:00Z,32.8,48.74,2.6,220,338.5,580.5,95.5
2018-06-01T19:00:00Z,31.1,53.66,3.1,210,132.5,288,67.5
2018-06-01T20:00:00Z,29.4,59.16,3.6,240,20,82.5,14.5
2018-06-01T21:00:00Z,29.4,63.29,6.7,280,0,0,0
2018-06-01T22:00:00Z,27.2,54.37,6.7,300,0,0,0
2018-06-01T23:00:00Z,26.1,60.24,2.1,290,0,0,0
2018-06-02T01:00:00Z,23.9,73.6,3.1,230,0,0,0
2018-06-02T02:00:00Z,23.3,76.31,3.1,240,0,0,0
2018-06-02T03:00:00Z,22.8,78.66,4.1,250,0,0,0
2018-06-02T04:00:00Z,22.2,81.58,2.6,230,0,0,0
2018-06-02T05:00:00Z,22.2,81.58,3.6,270,0,0,0
2018-06-02T06:00:00Z,22.2,81.58,2.1,260,14,54,10.5
2018-06-02T07:00:00Z,22.8,81.15,3.1,240,137.5,350.5,61.5
2018-06-02T08:00:00Z,24.4,76.48,3.6,270,324,536,108
2018-06-02T09:00:00Z,26.7,66.72,3.6,250,526,663.5,134
2018-06-02T10:00:00Z,28.3,63.05,4.1,290,607.5,436,282
2018-06-02T11:00:00Z,29.4,57,3.1,320,815,697,205
2018-06-02T12:00:00Z,30,55.07,3.1,242.31,840,521.5,345
2018-06-02T13:00:00Z,31.1,49.82,2.6,230,874.5,549.5,338
2018-06-02T14:00:00Z,31.7,49.98,4.1,220,808.5,465.5,366.5
2018-06-02T15:00:00Z,31.7,51.87,5.1,250,623.5,283,376.5
2018-06-02T16:00:00Z,31.7,51.87,3.6,330,428.5,226,255
2018-06-02T17:00:00Z,32.2,48.58,4.1,230,510.5,604,148.5
2018-06-02T18:00:00Z,31.27,51.71,4.1,240,310.5,448.5,117
2018-06-02T19:00:00Z,23.05,87.41,9.25,165,35,1,34.5
2018-06-02T20:00:00Z,22.8,93.52,1.7,130,7.5,4,7.5
2018-06-02T21:00:00Z,22.2,90.66,2.6,130,0,0,0
2018-06-02T22:00:00Z,22.8,90.14,1.5,170,0,0,0
2018-06-02T23:00:00Z,23.3,87.46,3.1,336.67,0,0,0
2018-06-03T01:00:00Z,22.1,96.99,0,216.15,0,0,0
2018-06-03T02:00:00Z,22.2,96.99,0,252.31,0,0,0
2018-06-03T03:00:00Z,21.7,96.39,0,173.08,0,0,0
2018-06-03T04:00:00Z,21.04,96.97,0.33,290,0,0,0
2018-06-03T05:00:00Z,20.87,100,1,155,0,0,0
2018-06-03T06:00:00Z,20.74,96.97,0.21,50,15,57.5,11.5
2018-06-03T07:00:00Z,22.8,90.14,0,71.67,142.5,370,62
2018-06-03T08:00:00Z,25.6,73.89,0,13.08,338.5,602.5,92.5
2018-06-03T09:00:00Z,26.7,69.24,1.5,100,539.5,725.5,110.5
2018-06-03T10:00:00Z,28.3,63.05,0,102.31,720,800,120.5
2018-06-03T11:00:00Z,29.4,57,0,108.33,862.5,846.5,124.5
2018-06-03T12:00:00Z,30.6,55.22,0,249.17,954.5,867,131
2018-06-03T13:00:00Z,31.7,51.87,2.1,230,985,865.5,139
2018-06-03T14:00:00Z,32.2,50.42,3.6,280,949,829,159
2018-06-03T15:00:00Z,32.2,46.81,3.1,260,855,779,170.5
2018-06-03T16:00:00Z,32.2,46.81,2.6,250,666.5,596.5,209.5
2018-06-03T17:00:00Z,32.8,46.97,5.1,260,420.5,334.5,225.5
2018-06-03T18:00:00Z,31.7,49.98,2.6,260,335,491.5,127
2018-06-03T19:00:00Z,30.6,59.08,1.5,260,132.5,230,77.5
2018-06-03T20:00:00Z,27.8,71.6,2.6,250,17,37.5,14.5
2018-06-03T21:00:00Z,27.8,69.45,2.6,220,0,0,0
2018-06-03T22:00:00Z,26.7,74.08,2.6,240,0,0,0
2018-06-03T23:00:00Z,26.7,74.08,2.6,260,0,0,0
2018-06-04T01:00:00Z,26.7,74.08,3.1,330,0,0,0
2018-06-04T02:00:00Z,25.6,79.06,2.6,260,0,0,0
2018-06-04T03:00:00Z,25.6,76.2,2.1,320,0,0,0
2018-06-04T04:00:00Z,24.4,76.48,3.1,360,0,0,0
2018-06-04T05:00:00Z,23.3,81.72,3.6,360,0,0,0
2018-06-04T06:00:00Z,23.3,81.72,3.1,350,15.5,60.5,12
2018-06-04T07:00:00Z,24.4,79.37,4.1,20,146.5,396.5,60
2018-06-04T08:00:00Z,25.6,71.2,6.2,360,344.5,627.5,88
2018-06-04T09:00:00Z,27.2,60.5,5.1,350,551,758,103
2018-06-04T10:00:00Z,27.8,56.26,3.1,350,739,836,112.5
2018-06-04T11:00:00Z,28.3,54.64,2.6,60,887,880,119.5
2018-06-04T12:00:00Z,28.9,49.24,2.1,330,983,903,125.5
2018-06-04T13:00:00Z,30,41.73,3.1,284.62,1017,909.5,128
2018-06-04T14:00:00Z,31.1,37.7,3.6,350,987.5,901,128.5
