"date_time","Dry Bulb Temperature [°C]","Relative Humidity [%]","Wind Speed [m/s]","Wind Direction [Deg]","Global Horizontal Radiation [W/m2]","Direct Normal Radiation [W/m2]","Diffuse Horizontal Radiation [W/m2]"
2018-04-09 05:00:00,8.9,79.77,3.1,110,0,0,0
2018-04-09 06:00:00,8.9,79.77,1.5,80,0,0,0
2018-04-09 07:00:00,8.9,82.58,1.5,90,3.5,0,3.5
2018-04-09 08:00:00,8.03,92.74,3.6,46.67,23,0,23
2018-04-09 09:00:00,7.8,92.74,4.22,50,50,0,50
2018-04-09 10:00:00,7.8,92.74,4.6,60,125.5,0.5,125
2018-04-09 11:00:00,8.9,92.8,5.7,70,262,18.5,247.5
2018-04-09 12:00:00,9.32,89.73,4.7,62,158.5,3,156
2018-04-09 13:00:00,10,86.18,4.38,50,225,9,217
2018-04-09 14:00:00,10.55,80.08,3.1,25,184,5.5,179
2018-04-09 15:00:00,11.7,79.63,2.6,50,269,16,256.5
2018-04-09 16:00:00,12.4,74.06,3.6,50,218.5,10,211.5
2018-04-09 17:00:00,12.8,74.06,3.6,50,159.5,6.5,156.5
2018-04-09 18:00:00,12.5,77.04,2.55,40,92.5,38,79
2018-04-09 19:00:00,12.2,80.24,2.35,10,18,0,18
2018-04-09 20:00:00,11.7,82.93,2.1,10,0,0,0
2018-04-09 21:00:00,10.9,92.27,1.7,60,0,0,0
2018-04-09 22:00:00,10.6,92.27,2.1,55,0,0,0
2018-04-09 23:00:00,10.73,92.27,2.6,43.33,0,0,0
2018-04-10,10.6,92.27,3.1,15,0,0,0
2018-04-10 01:00:00,10.6,92.27,2.1,360,0,0,0
2018-04-10 02:00:00,10,92.86,2.1,360,0,0,0
2018-04-10 03:00:00,10,92.86,2.1,10,0,0,0
2018-04-10 04:00:00,10,89.16,2.6,50,0,0,0
2018-04-10 05:00:00,10,92.86,0.75,30,0,0,0
2018-04-10 06:00:00,9.4,89.73,3.1,10,0,0,0
2018-04-10 07:00:00,9.4,89.73,2.6,90,7,0,7
2018-04-10 08:00:00,10,82.72,2.1,40,31.5,0,31.5
2018-04-10 09:00:00,10.6,76.78,6.7,20,127.5,11.5,122.5
2018-04-10 10:00:00,12.2,58.86,5.1,40,288,96.5,223
2018-04-10 11:00:00,13.9,50.85,5.7,70,569.5,278,354
2018-04-10 12:00:00,14.4,49.23,4.6,20,434,79,366
2018-04-10 13:00:00,15,43.82,5.1,40,583,152.5,446.5
2018-04-10 14:00:00,16.7,42.48,4.1,60,692.5,329.5,405.5
2018-04-10 15:00:00,16.7,44,2.1,85.38,650.5,396,336.5
2018-04-10 16:00:00,17.8,36.66,3.6,30,561,476,241
2018-04-10 17:00:00,17.8,35.12,3.6,50,381,387.5,185
2018-04-10 18:00:00,17.2,38.07,3.6,70,214.5,364.5,100
2018-04-10 19:00:00,13.9,52.67,2.1,110,54.5,142.5,37.5
2018-04-10 20:00:00,11.7,68.48,2.1,110,0,0,0
2018-04-10 21:00:00,10.6,76.78,1.5,110,0,0,0
2018-04-10 22:00:00,8.9,82.58,2.1,170,0,0,0
2018-04-10 23:00:00,8.9,82.58,0,140,0,0,0
2018-04-11,7.8,88.98,0,105,0,0,0
2018-04-11 01:00:00,7.2,89.55,1.5,70,0,0,0
2018-04-11 02:00:00,6.1,96.6,0,77.33,0,0,0
2018-04-11 03:00:00,5,95.89,0,142.31,0,0,0
2018-04-11 04:00:00,5.6,95.91,1.5,10,0,0,0
2018-04-11 05:00:00,6.1,88.84,2.6,60,0,0,0
2018-04-11 06:00:00,6.1,92.65,2.6,80,0,0,0
2018-04-11 07:00:00,7.2,89.55,0,197.14,25,12.5,23.5
2018-04-11 08:00:00,8.9,82.58,2.1,350,127.5,83,104
2018-04-11 09:00:00,11.1,68.83,0,89.29,423.5,572.5,148.5
2018-04-11 10:00:00,12.2,61.39,2.6,100,484.5,352.5,260
2018-04-11 11:00:00,14.4,53.17,1.5,130,794.5,801.5,167.5
2018-04-11 12:00:00,17.2,44.45,2.6,78.33,764,527.5,306
2018-04-11 13:00:00,18.3,39.77,1.5,134.62,900.5,757,219.5
2018-04-11 14:00:00,18.3,41.47,2.1,280,861,723,227.5
2018-04-11 15:00:00,17.8,42.8,0,248,457,166.5,325
2018-04-11 16:00:00,18.9,39.94,1.5,167.69,672,787,142
2018-04-11 17:00:00,18.9,36.98,1.5,183.33,480.5,712.5,118
2018-04-11 18:00:00,18.9,36.98,2.1,300,265,556.5,88.5
2018-04-11 19:00:00,15.6,47.2,0,55.38,69,231,39
2018-04-11 20:00:00,13.3,64.25,0,10.83,0,0,0
2018-04-11 21:00:00,11.1,76.86,1.5,100,0,0,0
2018-04-11 22:00:00,11.1,76.86,2.1,160,0,0,0
2018-04-11 23:00:00,10.6,79.47,1.5,160,0,0,0
2018-04-12,10,82.72,1.5,160,0,0,0
2018-04-12 01:00:00,8.9,86.07,1.5,170,0,0,0
2018-04-12 02:00:00,8.3,86.01,0,207.69,0,0,0
2018-04-12 03:00:00,7.8,88.98,0,203.08,0,0,0
2018-04-12 04:00:00,6.7,92.68,0,132.73,0,0,0
2018-04-12 05:00:00,6.1,92.65,0,0,0,0,0
2018-04-12 06:00:00,6.1,92.65,0,105,0,0,0
2018-04-12 07:00:00,7.2,92.71,0,224.62,42.5,136.5,27.5
2018-04-12 08:00:00,12.8,77.14,2.6,200,223.5,513.5,75
2018-04-12 09:00:00,17.8,55.94,4.6,190,447.5,708,107
2018-04-12 10:00:00,19.4,43.55,3.6,190,646.5,800.5,124.5
2018-04-12 11:00:00,20.6,38.79,3.1,200,804,848.5,138.5
2018-04-12 12:00:00,22.2,32.58,4.6,190,907.5,873,148
2018-04-12 13:00:00,22.8,31.42,5.1,200,949,887,149
2018-04-12 14:00:00,23.3,29.23,5.56,196,927,901.5,134.5
2018-04-12 15:00:00,23.9,26.09,4.6,200,831.5,875.5,130
2018-04-12 16:00:00,23.9,26.09,4.6,240,681.5,829,121
2018-04-12 17:00:00,23.9,27.22,5.7,200,485,742.5,105.5
2018-04-12 18:00:00,22.8,27.88,4.1,220,267,579.5,82
2018-04-12 19:00:00,19.4,34.36,3.6,160,70.5,242.5,38.5
2018-04-12 20:00:00,16.7,53.42,3.6,150,0,0,0
2018-04-12 21:00:00,16.7,57.58,3.1,170,0,0,0
2018-04-12 22:00:00,15.6,64.33,3.6,190,0,0,0
2018-04-12 23:00:00,14.4,71.89,2.6,200,0,0,0
2018-04-13,13.3,77.22,1.5,180,0,0,0
2018-04-13 01:00:00,11.7,82.93,2.1,170,0,0,0
2018-04-13 02:00:00,11.7,85.77,1.5,180,0,0,0
2018-04-13 03:00:00,10.6,89.21,1.5,190,0,0,0
2018-04-13 04:00:00,11.1,89.25,2.1,200,0,0,0
2018-04-13 05:00:00,11.1,92.92,2.1,200,0,0,0
2018-04-13 06:00:00,11.7,92.96,2.6,190,0,0,0
2018-04-13 07:00:00,13.9,89.48,2.6,210,45.5,136,29.5
2018-04-13 08:00:00,17.2,80.92,3.6,230,232.5,520.5,81
2018-04-13 09:00:00,20.6,67.59,4.1,200,446.5,698,107.5
2018-04-13 10:00:00,22.8,61.41,4.6,240,641,783.5,127.5
2018-04-13 11:00:00,24.4,53.65,5.7,250,789,810.5,151
2018-04-13 12:00:00,25.6,43.26,6.2,210,666.5,357.5,356
2018-04-13 13:00:00,25,46.64,4.1,190,720.5,337,415.5
2018-04-13 14:00:00,26.7,40.54,6.2,220,647.5,275.5,404
2018-04-13 15:00:00,26.1,42,7.2,220,560,267.5,345.5
2018-04-13 16:00:00,26.7,42.17,6.2,210,357.5,143,258.5
2018-04-13 17:00:00,26.1,45.14,6.7,190,310,240.5,186.5
2018-04-13 18:00:00,25,48.19,4.6,200,177,215,110
2018-04-13 19:00:00,23.3,51.65,3.6,190,58.5,147.5,38
2018-04-13 20:00:00,21.7,63.17,4.6,190,0,0,0
2018-04-13 21:00:00,19.4,72.81,3.1,180,0,0,0
2018-04-13 22:00:00,18.9,75.11,3.1,180,0,0,0
2018-04-13 23:00:00,17.8,83.66,3.6,180,0,0,0
2018-04-14,17.2,86.89,2.6,190,0,0,0
2018-04-14 01:00:00,16.1,89.65,2.1,180,0,0,0
2018-04-14 02:00:00,15.6,92.56,1.5,210,0,0,0
2018-04-14 03:00:00,15,93.13,2.1,180,0,0,0
2018-04-14 04:00:00,13.9,96.17,1.9,180,0,0,0
2018-04-14 05:00:00,13.3,100,1.56,172.5,0,0,0
2018-04-14 06:00:00,13.17,96.78,1.9,181.67,0,0,0
2018-04-14 07:00:00,13.22,96.81,0.9,156.67,45.5,102.5,33
2018-04-14 08:00:00,18.3,84.26,3.1,200,224,416.5,100
2018-04-14 09:00:00,21.7,70.47,4.6,200,416,567.5,139
2018-04-14 10:00:00,23.9,61.67,7.7,210,583.5,590,198.5
2018-04-14 11:00:00,25.6,55.71,5.1,210,633,376.5,333.5
2018-04-14 12:00:00,26.7,46.8,5.7,180,774.5,527,314
2018-04-14 13:00:00,27.2,42.31,4.6,210,682,284,424
2018-04-14 14:00:00,27.8,40.85,4.6,190,677.5,336.5,381
2018-04-14 15:00:00,28.9,38.32,5.7,200,692,510,278.5
2018-04-14 16:00:00,28.9,38.32,5.7,200,493.5,313,283.5
2018-04-14 17:00:00,28.3,39.68,6.2,180,410,491,157.5
2018-04-14 18:00:00,27.2,42.31,4.6,200,263,547,85.5
2018-04-14 19:00:00,25,51.76,6.2,180,71.5,231,40
2018-04-14 20:00:00,23.3,66.43,5.7,170,0,0,0
2018-04-14 21:00:00,21.7,78.5,5.7,160,0,0,0
2018-04-14 22:00:00,21.1,84.04,5.1,170,0,0,0
2018-04-14 23:00:00,20.6,86.67,5.7,160,0,0,0
2018-04-15,20.6,89.98,4.6,170,0,0,0
2018-04-15 01:00:00,21.1,87.26,3.1,170,0,0,0
2018-04-15 02:00:00,21.1,87.26,2.93,173.33,0,0,0
2018-04-15 03:00:00,20.9,92.83,2.43,170,0,0,0
2018-04-15 04:00:00,20.6,92.83,1.5,160,0,0,0
2018-04-15 05:00:00,20.15,96.34,2.22,150,0,0,0
2018-04-15 06:00:00,19.76,96.34,2.8,138,0,0,0
2018-04-15 07:00:00,20.6,96.36,3.85,160,24.5,1,24.5
2018-04-15 08:00:00,22.2,90.66,5.7,170,95,18.5,89
2018-04-15 09:00:00,23.45,84.35,6.08,182.5,176.5,43,155
2018-04-15 10:00:00,25.6,76.2,5.1,170,207.5,14,198
2018-04-15 11:00:00,27.1,67.24,9.5,175,475.5,126,374.5
2018-04-15 12:00:00,27.8,62.55,9.3,180,492,91,412.5
2018-04-15 13:00:00,27.8,56.26,8.8,170,405.5,37,372
2018-04-15 14:00:00,27.8,58.41,9.3,170,451,60.5,397.5
2018-04-15 15:00:00,27.8,60.26,11.3,160,386,49.5,346
2018-04-15 16:00:00,23.13,93.49,8.83,202.86,141,12.5,132
2018-04-15 17:00:00,21.1,93.44,4.98,185,31.5,0,31.5
2018-04-15 18:00:00,20.78,96.36,5,211.43,16,0,16
2018-04-15 19:00:00,20.76,93.35,9.6,211.25,5,0,5
2018-04-15 20:00:00,19.4,93.35,6.95,192.5,0,0,0
2018-04-15 21:00:00,19.4,96.93,5.7,170,0,0,0
2018-04-15 22:00:00,19.33,93.35,6.25,180,0,0,0
2018-04-15 23:00:00,18.2,86.95,6.7,240,0,0,0
2018-04-16,16.05,83.46,7.45,270,0,0,0
2018-04-16 01:00:00,14.45,74.26,7.2,255,0,0,0
2018-04-16 02:00:00,12.8,74.06,6.2,260,0,0,0
2018-04-16 03:00:00,12.2,69.06,8.2,260,0,0,0
2018-04-16 04:00:00,11.7,60.84,9.8,240,0,0,0
2018-04-16 05:00:00,10,53.89,7.7,250,0,0,0
2018-04-16 06:00:00,9.4,58.58,6.7,250,0,0,0
2018-04-16 07:00:00,10,58.31,10.3,260,37.5,87,30.5
2018-04-16 08:00:00,10,58.31,10.3,250,193.5,288,97.5
2018-04-16 09:00:00,11.1,56.55,9.3,270,479.5,773.5,95
2018-04-16 10:00:00,12.8,52.37,8.8,250,684,864,108.5
2018-04-16 11:00:00,13.3,50.69,8.2,260,846,917,115
2018-04-16 12:00:00,14.4,47.19,6.7,250,948,939.5,120
2018-04-16 13:00:00,15.6,43.68,8.2,260,763,448,354
2018-04-16 14:00:00,16.1,42.3,7.7,260,668,291.5,409.5
2018-04-16 15:00:00,15,43.82,8.2,270,494,154.5,367.5
2018-04-16 16:00:00,14.4,43.64,7.2,250,370.5,108,296.5
2018-04-16 17:00:00,13.9,45.08,9.3,250,253.5,88.5,205.5
2018-04-16 18:00:00,12.2,50.38,10.8,260,154,119,113.5
2018-04-16 19:00:00,11.1,52.28,7.2,260,40.5,87,32
2018-04-16 20:00:00,10.6,51.77,7.7,270,0,0,0
2018-04-16 21:00:00,10,53.89,7.2,260,0,0,0
2018-04-16 22:00:00,10,51.98,8.8,280,0,0,0
2018-04-16 23:00:00,9.4,41.04,6.7,330,0,0,0
2018-04-17,7.8,43.86,4.1,320,0,0,0
2018-04-17 01:00:00,6.1,46.85,3.1,300,0,0,0
2018-04-17 02:00:00,5.6,51.03,3.6,300,0,0,0
2018-04-17 03:00:00,3.9,57.46,2.6,320,0,0,0
2018-04-17 04:00:00,3.3,62.53,2.1,300,0,0,0
2018-04-17 05:00:00,2.2,71.1,2.6,260,0,0,0
2018-04-17 06:00:00,2.2,71.1,2.1,260,0,0,0
2018-04-17 07:00:00,4.4,60.86,2.6,270,65.5,259.5,34.5
2018-04-17 08:00:00,6.7,47.29,5.1,280,270.5,636,75.5
2018-04-17 09:00:00,8.3,44.21,5.1,280,497.5,801,97
2018-04-17 10:00:00,10.6,39.83,4.6,330,703,884.5,111.5
2018-04-17 11:00:00,11.7,38.6,4.1,310,865,929.5,121.5
2018-04-17 12:00:00,13.3,38.08,3.6,310,969,951,128.5
2018-04-17 13:00:00,16.1,33.39,5.7,250,1002.5,951.5,132
2018-04-17 14:00:00,17.2,32.52,5.7,230,969,939.5,132
2018-04-17 15:00:00,18.9,30.3,6.7,260,867.5,912.5,126
2018-04-17 16:00:00,20,29.54,7.2,270,709,864,115
2018-04-17 17:00:00,21.1,28.6,7.2,250,507.5,780,100
2018-04-17 18:00:00,21.1,29.85,4.6,240,285.5,627,78
2018-04-17 19:00:00,18.9,36.98,3.6,230,81,293.5,40
2018-04-17 20:00:00,16.7,45.88,3.6,220,0,0,0
2018-04-17 21:00:00,17.2,46.34,4.1,220,0,0,0
2018-04-17 22:00:00,16.7,51.62,4.6,220,0,0,0
2018-04-17 23:00:00,15.6,57.3,3.6,230,0,0,0
2018-04-18,16.7,53.42,4.6,240,0,0,0
2018-04-18 01:00:00,16.7,53.42,4.6,240,0,0,0
2018-04-18 02:00:00,16.1,57.82,4.6,240,0,0,0
2018-04-18 03:00:00,15,62.05,3.1,220,0,0,0
2018-04-18 04:00:00,13.9,66.63,2.1,220,0,0,0
2018-04-18 05:00:00,13.3,69.28,2.6,230,0,0,0
2018-04-18 06:00:00,12.8,74.06,3.6,220,0,0,0
2018-04-18 07:00:00,15,64.2,4.6,260,61,198,35.5
2018-04-18 08:00:00,18.3,54.21,5.1,250,250.5,533,84
2018-04-18 09:00:00,20,50.42,5.1,250,458,677.5,117.5
2018-04-18 10:00:00,22.2,44.05,5.1,260,671.5,812.5,125
2018-04-18 11:00:00,25,37.21,4.6,250,830.5,870.5,131.5
2018-04-18 12:00:00,26.1,34.86,6.7,230,930,891,139.5
2018-04-18 13:00:00,27.8,25.18,4.6,240,969.5,900,144
2018-04-18 14:00:00,29.4,16.13,9.8,260,920.5,838.5,171
2018-04-18 15:00:00,30.6,15.72,8.8,220,837,841.5,151.5
2018-04-18 16:00:00,30.6,13.9,9.3,240,691.5,814,130.5
2018-04-18 17:00:00,30,17.59,8.8,230,503,756.5,106
2018-04-18 18:00:00,28.3,23.63,8.2,230,280.5,603.5,81
2018-04-18 19:00:00,26.1,31.27,6.7,220,85,319,40
2018-04-18 20:00:00,25.6,32.21,6.2,220,1,4.5,1
2018-04-18 21:00:00,24.4,35.8,7.2,220,0,0,0
2018-04-18 22:00:00,22.8,41.06,5.1,210,0,0,0
2018-04-18 23:00:00,21.7,47.28,5.7,210,0,0,0
2018-04-19,20.6,54.44,5.1,220,0,0,0
2018-04-19 01:00:00,20.6,52.66,6.2,220,0,0,0
2018-04-19 02:00:00,20,54.65,5.1,220,0,0,0
2018-04-19 03:00:00,18.9,56.22,4.1,220,0,0,0
2018-04-19 04:00:00,20,54.65,5.1,230,0,0,0
2018-04-19 05:00:00,20,56.5,7.2,230,0,0,0
2018-04-19 06:00:00,19.4,63.07,6.2,240,0,0,0
2018-04-19 07:00:00,20,65.3,6.7,240,61.5,180,38
2018-04-19 08:00:00,21.7,61.16,6.7,240,248.5,494,92.5
2018-04-19 09:00:00,23.9,55.28,7.2,240,461.5,665.5,123.5
2018-04-19 10:00:00,25,48.19,8.8,260,660.5,774.5,136.5
2018-04-19 11:00:00,26.7,39.22,12.4,260,823,853,135.5
2018-04-19 12:00:00,27.8,31.54,10.3,280,927.5,884,141.5
2018-04-19 13:00:00,27.8,32.84,11.3,260,969,899.5,142
2018-04-19 14:00:00,28.05,31.9,8.25,275,864,704.5,233.5
2018-04-19 15:00:00,28.3,27.49,7.7,270,849.5,877.5,132.5
2018-04-19 16:00:00,28.3,19.41,7.2,300,699,833,123
2018-04-19 17:00:00,25,27.52,8.8,340,504,752,108
2018-04-19 18:00:00,22.8,29.09,9.3,340,287,604.5,84.5
2018-04-19 19:00:00,19.4,34.36,8.8,360,85.5,293,43.5
2018-04-19 20:00:00,16.7,34.8,9.3,350,1,3.5,1
2018-04-19 21:00:00,14.4,37.25,6.7,360,0,0,0
2018-04-19 22:00:00,13.3,40.01,4.6,10,0,0,0
2018-04-19 23:00:00,12.2,43,4.6,10,0,0,0
2018-04-20,11.1,46.25,5.7,40,0,0,0
2018-04-20 01:00:00,9.4,49.31,4.1,20,0,0,0
2018-04-20 02:00:00,8.9,51,4.6,10,0,0,0
2018-04-20 03:00:00,7.8,52.73,4.6,10,0,0,0
2018-04-20 04:00:00,6.7,56.85,4.1,20,0,0,0
2018-04-20 05:00:00,5.6,63.94,2.1,10,0,0,0
2018-04-20 06:00:00,5,66.67,2.6,10,0,0,0
2018-04-20 07:00:00,7.2,62.84,3.1,30,74.5,261.5,40.5
2018-04-20 08:00:00,10,45.44,5.1,40,281,620.5,83.5
2018-04-20 09:00:00,12.2,39.26,4.1,40,505.5,783.5,105.5
2018-04-20 10:00:00,13.9,33.42,4.1,20,710,871,119
2018-04-20 11:00:00,15,31.12,0,45.83,871.5,920,127
2018-04-20 12:00:00,17.2,28.43,4.6,40,972.5,941,133
2018-04-20 13:00:00,17.2,28.43,2.1,111.54,1006.5,944,136
2018-04-20 14:00:00,18.3,23.01,2.06,184.17,975.5,937.5,134
2018-04-20 15:00:00,19.4,21.48,3.6,340,879,916,128.5
2018-04-20 16:00:00,19.4,22.59,1.5,350,721,870.5,117.5
2018-04-20 17:00:00,20.6,22.99,2.6,10,521.5,791,103.5
2018-04-20 18:00:00,19.4,24.76,2.6,60,300,648,81.5
2018-04-20 19:00:00,17.2,33.71,1.5,70,91,325,44
2018-04-20 20:00:00,12.8,59.01,0,328.46,1,4.5,1
2018-04-20 21:00:00,11.1,63.31,0,201.54,0,0,0
2018-04-20 22:00:00,9.4,73.97,0,71.54,0,0,0
2018-04-20 23:00:00,9.4,73.97,0,120.91,0,0,0
2018-04-21,8.3,79.68,0,62.31,0,0,0
2018-04-21 01:00:00,7.2,82.36,0,10,0,0,0
2018-04-21 02:00:00,6.1,88.84,0,0,0,0,0
2018-04-21 03:00:00,6.1,85.77,1.5,50,0,0,0
2018-04-21 04:00:00,6.1,88.84,1.5,40,0,0,0
2018-04-21 05:00:00,5,92.58,1.5,360,0,0,0
2018-04-21 06:00:00,5.6,91.97,2.6,10,0,0,0
2018-04-21 07:00:00,8.3,89.64,2.1,20,78,310.5,37.5
2018-04-21 08:00:00,12.2,74.46,1.5,30,285,657.5,74
2018-04-21 09:00:00,15.6,57.3,3.1,60,510,810,93.5
2018-04-21 10:00:00,17.8,37.98,5.7,110,711,884.5,108
2018-04-21 11:00:00,18.9,27.98,5.7,100,869.5,928.5,115.5
2018-04-21 12:00:00,19.4,27.12,4.1,120,969,948.5,120.5
2018-04-21 13:00:00,20.6,21.87,2.1,91.54,1003.5,952,123.5
2018-04-21 14:00:00,21.1,20.34,3.6,150,970.5,942.5,123
2018-04-21 15:00:00,22.2,21.72,3.6,160,870,912.5,120.5
2018-04-21 16:00:00,22.2,23.84,4.1,140,714,864,113
2018-04-21 17:00:00,22.2,27.91,4.1,140,515.5,781.5,101
2018-04-21 18:00:00,21.1,32.27,2.6,110,295,629.5,80.5
2018-04-21 19:00:00,17.8,51.91,2.6,140,87.5,287.5,43.5
2018-04-21 20:00:00,16.7,57.58,4.1,150,1,5,1
2018-04-21 21:00:00,14.4,66.73,3.6,160,0,0,0
2018-04-21 22:00:00,12.8,71.59,2.1,160,0,0,0
2018-04-21 23:00:00,12.2,77.04,2.1,140,0,0,0
2018-04-22,11.7,76.96,1.5,100,0,0,0
2018-04-22 01:00:00,10,82.72,0,0,0,0,0
2018-04-22 02:00:00,10,82.72,1.5,50,0,0,0
2018-04-22 03:00:00,9.4,89.73,2.1,40,0,0,0
2018-04-22 04:00:00,8.9,89.07,2.1,50,0,0,0
2018-04-22 05:00:00,8.3,89.64,1.5,80,0,0,0
2018-04-22 06:00:00,8.9,86.07,1.5,40,0,0,0
2018-04-22 07:00:00,11.1,82.85,2.1,50,58,146,41.5
2018-04-22 08:00:00,13.9,71.79,2.1,80,208,292.5,112.5
2018-04-22 09:00:00,17.8,55.94,3.6,90,451.5,611,134.5
2018-04-22 10:00:00,20,52.5,3.6,110,584,520,227
2018-04-22 11:00:00,21.7,47.28,3.1,130,640.5,357.5,352
2018-04-22 12:00:00,21.7,45.41,3.1,128.33,571,147,439.5
2018-04-22 13:00:00,22.8,41.06,3.6,130,619.5,188.5,445
2018-04-22 14:00:00,23.3,38.25,5.7,160,540.5,123,430
2018-04-22 15:00:00,22.2,37.94,4.1,140,557.5,208.5,383.5
2018-04-22 16:00:00,22.2,40.89,4.6,130,287,29.5,266.5
2018-04-22 17:00:00,21.1,49.05,6.2,140,108,1,107.5
2018-04-22 18:00:00,20,56.5,5.1,130,53,0,53
2018-04-22 19:00:00,18.9,58.52,5.1,130,27,0,27
2018-04-22 20:00:00,17.8,62.7,4.1,130,0.5,0,0.5
2018-04-22 21:00:00,17.2,65.12,4.1,120,0,0,0
2018-04-22 22:00:00,16.7,67.22,3.6,130,0,0,0
2018-04-22 23:00:00,16.1,69.84,3.1,120,0,0,0
2018-04-23,16.1,69.84,4.6,110,0,0,0
2018-04-23 01:00:00,15.6,74.55,4.6,100,0,0,0
2018-04-23 02:00:00,15,77.48,3.6,90,0,0,0
2018-04-23 03:00:00,14.4,83.81,2.6,60,0,0,0
2018-04-23 04:00:00,13.9,83.2,4.6,70,0,0,0
2018-04-23 05:00:00,13.9,86.57,5.1,70,0,0,0
2018-04-23 06:00:00,13.9,86.57,4.1,60,0,0,0
2018-04-23 07:00:00,15,80.63,4.6,80,24.5,0.5,24.5
2018-04-23 08:00:00,16.1,75.13,3.6,90,34,1.5,33.5
2018-04-23 09:00:00,16.1,80.78,4.6,90,52,0,52
2018-04-23 10:00:00,16.1,86.79,5.7,90,71.5,1,71
2018-04-23 11:00:00,16.7,89.69,7.2,80,191.5,8.5,184.5
2018-04-23 12:00:00,17.8,89.78,8.8,100,322,39.5,286
2018-04-23 13:00:00,17.8,89.78,8.62,107.5,288,16.5,272.5
2018-04-23 14:00:00,17.94,89.78,10.1,106,205,8.5,197.5
2018-04-23 15:00:00,17.5,90.31,10.3,105,111,2,109.5
2018-04-23 16:00:00,17.2,90.31,8.2,110,122,1.5,121
2018-04-23 17:00:00,17.8,86.95,10.05,110,90,8.5,86
2018-04-23 18:00:00,17.8,83.66,8.2,100,37,6.5,34.5
2018-04-23 19:00:00,17.8,77.91,10.3,110,6,0,6
2018-04-23 20:00:00,17.2,80.92,9.8,110,0,0,0
2018-04-23 21:00:00,16.7,89.69,8.2,90,0,0,0
2018-04-23 22:00:00,16.7,93.22,8.2,110,0,0,0
2018-04-23 23:00:00,16.8,93.24,6.58,106,0,0,0
2018-04-24,17.5,93.27,7.7,110,0,0,0
2018-04-24 01:00:00,18.05,90.39,5.9,120,0,0,0
2018-04-24 02:00:00,17.84,93.27,5.58,124,0,0,0
2018-04-24 03:00:00,17.26,96.88,4.47,130,0,0,0
2018-04-24 04:00:00,17.97,93.27,5.13,140,0,0,0
2018-04-24 05:00:00,17.5,93.27,4.1,105,0,0,0
2018-04-24 06:00:00,17.8,96.28,4.35,105,0.5,0,0.5
2018-04-24 07:00:00,17.92,93.3,4.1,97.5,30.5,9,29.5
2018-04-24 08:00:00,18.3,93.3,4.6,80,95,11,91.5
2018-04-24 09:00:00,18.9,93.33,4.35,95,183,42.5,162.5
2018-04-24 10:00:00,19.23,93.35,3.77,116.67,142.5,1,142
2018-04-24 11:00:00,21.14,78.66,3.7,166,316,149.5,189.5
2018-04-24 12:00:00,24.2,55.71,5.65,155,833,705.5,197.5
2018-04-24 13:00:00,25.3,51.92,5.9,185,903.5,778,179
2018-04-24 14:00:00,26.7,50.56,4.1,170,772,565,261
2018-04-24 15:00:00,26.7,45.31,5.1,220,698,538.5,248
2018-04-24 16:00:00,26.7,42.17,4.6,220,680.5,791.5,126.5
2018-04-24 17:00:00,26.1,46.94,4.6,220,496,716.5,111
2018-04-24 18:00:00,25,48.19,4.1,200,283.5,554,91
2018-04-24 19:00:00,22.8,57.2,2.1,210,88,254.5,48
2018-04-24 20:00:00,21.7,65.67,4.1,160,2,6,2
2018-04-24 21:00:00,20.6,75.4,2.1,170,0,0,0
2018-04-24 22:00:00,18.9,75.11,2.6,210,0,0,0
2018-04-24 23:00:00,19.4,67.78,3.6,230,0,0,0
2018-04-25,16.7,80.33,2.6,210,0,0,0
2018-04-25 01:00:00,17.2,80.92,3.1,230,0,0,0
2018-04-25 02:00:00,16.7,83.53,3.1,200,0,0,0
2018-04-25 03:00:00,15.6,89.61,2.6,200,0,0,0
2018-04-25 04:00:00,15,89.56,3.1,220,0,0,0
2018-04-25 05:00:00,15.8,89.61,3.35,250,0,0,0
2018-04-25 06:00:00,15.6,89.61,3.1,240,1,6.5,1
2018-04-25 07:00:00,16.7,86.28,3.1,260,70,192.5,37
2018-04-25 08:00:00,17.8,80.48,4.1,250,284,655.5,64.5
2018-04-25 09:00:00,19.4,72.81,4.1,270,483.5,744,94
2018-04-25 10:00:00,21.7,61.16,3.1,260,694,871,90
2018-04-25 11:00:00,22.03,59.32,5.3,273.33,845,906,100
2018-04-25 12:00:00,22.8,53.23,4.6,260,584,294,319
2018-04-25 13:00:00,23.9,49.81,3.1,321,630.5,327.5,325.5
2018-04-25 14:00:00,23.9,51.47,5.7,270,673.5,427.5,288
2018-04-25 15:00:00,25,48.19,4.6,260,508.5,297,267.5
2018-04-25 16:00:00,25.6,45,5.1,290,576,599,155
2018-04-25 17:00:00,24.4,48.34,3.1,300,193.5,77.5,153.5
2018-04-25 18:00:00,23.9,49.81,4.1,310,162,139,108
2018-04-25 19:00:00,22.8,55,2.1,290,66,164,40.5
2018-04-25 20:00:00,20.6,65.43,1.5,340,1.5,4,1.5
2018-04-25 21:00:00,17.8,80.48,0,26.15,0,0,0
2018-04-25 22:00:00,17.8,80.48,0,80.83,0,0,0
2018-04-25 23:00:00,18.3,81.07,0,33,0,0,0
2018-04-26,16.7,86.28,0,30,0,0,0
2018-04-26 01:00:00,16.7,86.28,0,102.31,0,0,0
