"date_time","Dry Bulb Temperature [°C]","Relative Humidity [%]","Wind Speed [m/s]","Wind Direction [Deg]","Global Horizontal Radiation [W/m2]","Direct Normal Radiation [W/m2]","Diffuse Horizontal Radiation [W/m2]"
2018-01-01 01:00:00,-1.7,31.14,6.2,20,0,0,0
2018-01-01 02:00:00,-1.7,29.46,4.6,30,0,0,0
2018-01-01 03:00:00,-2.2,22.53,5.7,30,0,0,0
2018-01-01 04:00:00,-2.2,21.49,5.1,30,0,0,0
2018-01-01 05:00:00,-2.8,25.09,6.2,50,0,0,0
2018-01-01 06:00:00,-3.3,24.72,5.1,30,0,0,0
2018-01-01 07:00:00,-3.3,27.43,5.7,20,0,0,0
2018-01-01 08:00:00,-3.3,30.42,6.2,40,3,13.5,3
2018-01-01 09:00:00,-3.3,22.25,7.2,50,56,35.5,49.5
2018-01-01 10:00:00,-2.8,20.14,6.2,50,254.5,548.5,79
2018-01-01 11:00:00,-1.7,17.5,7.7,20,411,749,94
2018-01-01 12:00:00,-1.1,15.71,8.2,30,528.5,852.5,94.5
2018-01-01 13:00:00,-1.7,19.46,5.7,30,488,628,148.5
2018-01-01 14:00:00,-1.1,16.65,6.2,20,488.5,698,125
2018-01-01 15:00:00,-1.7,21.61,4.6,20,358,451,151.5
2018-01-01 16:00:00,-1.7,20.61,7.2,360,210,228.5,133
2018-01-01 17:00:00,-2.2,23.85,5.1,10,102.5,178,68
2018-01-01 18:00:00,-3.3,27.43,3.1,10,12.5,48,10
2018-01-01 19:00:00,-5,35.14,2.6,360,0,0,0
2018-01-01 20:00:00,-5.6,36.99,2.6,10,0,0,0
2018-01-01 21:00:00,-6.1,38.62,1.5,350,0,0,0
2018-01-01 22:00:00,-6.7,43.01,2.6,360,0,0,0
2018-01-01 23:00:00,-6.1,42.78,4.1,10,0,0,0
2018-01-02,-6.1,40.84,4.6,10,0,0,0
2018-01-02 01:00:00,-6.1,40.84,4.1,10,0,0,0
2018-01-02 02:00:00,-6.7,43.01,4.1,360,0,0,0
2018-01-02 03:00:00,-7.2,44.92,4.1,20,0,0,0
2018-01-02 04:00:00,-7.8,47.33,4.6,20,0,0,0
2018-01-02 05:00:00,-8.3,49.45,4.1,10,0,0,0
2018-01-02 06:00:00,-8.3,49.45,4.6,10,0,0,0
2018-01-02 07:00:00,-9.4,54.47,3.6,10,0,0,0
2018-01-02 08:00:00,-8.9,54.6,3.1,20,6.5,71.5,6
2018-01-02 09:00:00,-6.7,45.06,5.7,30,126.5,618,36
2018-01-02 10:00:00,-5,35.14,5.1,30,309.5,844.5,54
2018-01-02 11:00:00,-3.9,32,4.1,30,465,935,65.5
2018-01-02 12:00:00,-2.2,27.73,5.7,10,564.5,963,73.5
2018-01-02 13:00:00,-1.1,24.14,3.1,149.23,612,996.5,71.5
2018-01-02 14:00:00,0,22.04,4.6,20,587.5,991,68.5
2018-01-02 15:00:00,0.6,19.95,4.1,360,499.5,960,63.5
2018-01-02 16:00:00,1.1,19.24,3.6,10,356.5,886.5,55
2018-01-02 17:00:00,0,20.83,2.6,60,177,716.5,40
2018-01-02 18:00:00,-1.7,22.88,2.1,60,22,190.5,11
2018-01-02 19:00:00,-3.3,30.42,0,0,0,0,0
2018-01-02 20:00:00,-4.4,39.1,0,249.17,0,0,0
2018-01-02 21:00:00,-5.6,45.78,0,53.85,0,0,0
2018-01-02 22:00:00,-4.4,36.99,2.6,50,0,0,0
2018-01-02 23:00:00,-7.2,58.12,0,288.18,0,0,0
2018-01-03,-7.2,55.03,3.1,50,0,0,0
2018-01-03 01:00:00,-6.7,47.63,2.1,50,0,0,0
2018-01-03 02:00:00,-6.7,52.69,2.6,60,0,0,0
2018-01-03 03:00:00,-6.7,55.66,3.1,50,0,0,0
2018-01-03 04:00:00,-6.1,50.03,3.6,40,0,0,0
2018-01-03 05:00:00,-6.7,52.69,2.6,20,0,0,0
2018-01-03 06:00:00,-6.1,50.03,3.6,30,0,0,0
2018-01-03 07:00:00,-6.1,50.03,2.6,40,0,0,0
2018-01-03 08:00:00,-5.6,47.92,3.6,20,4,21.5,4
2018-01-03 09:00:00,-4.4,43.25,3.1,50,76.5,173,50.5
2018-01-03 10:00:00,-2.8,36.09,5.1,40,139,148.5,94
2018-01-03 11:00:00,-2.2,32.47,5.1,20,145,53.5,123
2018-01-03 12:00:00,-1.7,31.14,4.6,10,111.5,1,111
2018-01-03 13:00:00,-1.1,26.76,3.6,360,90.5,0,90.5
2018-01-03 14:00:00,-0.6,25.67,4.1,350,44.5,0,44.5
2018-01-03 15:00:00,0,23.1,4.1,350,37,0,37
2018-01-03 16:00:00,-2.47,82.86,4.19,351.43,21.5,0,21.5
2018-01-03 17:00:00,-3.9,91.06,3.85,175,23.5,0,23.5
2018-01-03 18:00:00,-3.9,91.06,4.6,335,3.5,0,3.5
2018-01-03 19:00:00,-3.3,86.56,4.35,360,0,0,0
2018-01-03 20:00:00,-3.3,86.56,4.35,345,0,0,0
2018-01-03 21:00:00,-3.05,87.34,4.6,335,0,0,0
2018-01-03 22:00:00,-2.8,87.34,4.43,326.67,0,0,0
2018-01-03 23:00:00,-2.8,82.99,5.1,320,0,0,0
2018-01-04,-4.4,78.6,3.5,310,0,0,0
2018-01-04 01:00:00,-5,68.22,3.5,300,0,0,0
2018-01-04 02:00:00,-5.6,61.74,4,300,0,0,0
2018-01-04 03:00:00,-6.7,64.33,4.1,290,0,0,0
2018-01-04 04:00:00,-6.7,61.49,4.1,290,0,0,0
2018-01-04 05:00:00,-7.2,60.83,4.1,290,0,0,0
2018-01-04 06:00:00,-7.2,60.83,3.6,280,0,0,0
2018-01-04 07:00:00,-7.2,58.12,3.6,270,0,0,0
2018-01-04 08:00:00,-7.2,58.12,4.1,290,3,13,3
2018-01-04 09:00:00,-5,53.13,4.1,280,73,125,51
2018-01-04 10:00:00,-2.8,48.67,4.1,280,259.5,552.5,88
2018-01-04 11:00:00,-1.1,44.16,3.6,290,454.5,830,98
2018-01-04 12:00:00,0,40.32,5.7,320,572,911,106
2018-01-04 13:00:00,1.1,39.28,5.1,290,616,926,111
2018-01-04 14:00:00,2.2,29.81,6.7,310,592.5,922,106.5
2018-01-04 15:00:00,2.8,27.05,5.7,310,505.5,896.5,94.5
2018-01-04 16:00:00,2.8,25.85,7.7,300,363.5,832,76.5
2018-01-04 17:00:00,1.7,23.93,4.6,330,181.5,664,51.5
2018-01-04 18:00:00,-0.6,31.45,3.6,320,25,196.5,14.5
2018-01-04 19:00:00,-1.1,31.31,5.7,330,0,0,0
2018-01-04 20:00:00,-2.8,34.15,2.6,330,0,0,0
2018-01-04 21:00:00,-2.8,32.3,4.1,330,0,0,0
2018-01-04 22:00:00,-3.9,33.84,3.6,330,0,0,0
2018-01-04 23:00:00,-5,38.93,2.6,310,0,0,0
2018-01-05,-5,37.16,3.1,300,0,0,0
2018-01-05 01:00:00,-5.6,39.12,3.1,290,0,0,0
2018-01-05 02:00:00,-6.7,43.01,2.6,300,0,0,0
2018-01-05 03:00:00,-8.3,51.8,2.6,290,0,0,0
2018-01-05 04:00:00,-8.3,54.75,2.1,280,0,0,0
2018-01-05 05:00:00,-9.4,60.31,2.1,280,0,0,0
2018-01-05 06:00:00,-10,63.61,3.1,270,0,0,0
2018-01-05 07:00:00,-11.1,70.16,2.6,280,0,0,0
2018-01-05 08:00:00,-11.7,74.04,0,168.46,6,62.5,5.5
2018-01-05 09:00:00,-7.8,61.24,2.1,260,120,546.5,40.5
2018-01-05 10:00:00,-5,45.52,4.1,250,297,741.5,70
2018-01-05 11:00:00,-2.8,36.09,4.1,280,466,895.5,81
2018-01-05 12:00:00,-1.1,29.63,4.1,300,573.5,940,92
2018-01-05 13:00:00,0,25.59,4.6,300,618,955,96.5
2018-01-05 14:00:00,1.1,24.98,4.1,290,592,942,93.5
2018-01-05 15:00:00,1.7,22.64,6.2,300,502.5,904,86
2018-01-05 16:00:00,1.7,25.29,4.1,260,358.5,825,72
2018-01-05 17:00:00,1.1,30.55,2.6,240,179,648,50
2018-01-05 18:00:00,0.6,28.65,2.1,210,25.5,190.5,14.5
2018-01-05 19:00:00,-2.2,46.28,0,79.23,0,0,0
2018-01-05 20:00:00,-3.3,53.08,0,207.5,0,0,0
2018-01-05 21:00:00,-5,61.33,2.6,30,0,0,0
2018-01-05 22:00:00,-6.7,67.89,0,108.33,0,0,0
2018-01-05 23:00:00,-7.2,74.13,0,313.08,0,0,0
2018-01-06,-4.4,50.48,3.6,350,0,0,0
2018-01-06 01:00:00,-5,43.48,3.1,10,0,0,0
2018-01-06 02:00:00,-5,41.15,4.6,20,0,0,0
2018-01-06 03:00:00,-6.1,42.78,2.6,20,0,0,0
2018-01-06 04:00:00,-7.2,44.92,2.6,20,0,0,0
2018-01-06 05:00:00,-7.8,47.33,2.6,20,0,0,0
2018-01-06 06:00:00,-7.8,47.33,2.6,10,0,0,0
2018-01-06 07:00:00,-7.8,47.33,1.5,10,0,0,0
2018-01-06 08:00:00,-8.9,52.12,2.6,10,5,45,4.5
2018-01-06 09:00:00,-6.7,43.01,3.6,30,115.5,500.5,42
2018-01-06 10:00:00,-5,35.14,4.6,20,304,770.5,68.5
2018-01-06 11:00:00,-3.9,33.84,3.1,40,471,911,79
2018-01-06 12:00:00,-2.2,27.73,2.6,360,584.5,970,86
2018-01-06 13:00:00,-1.7,26.59,5.1,20,631,991,87.5
2018-01-06 14:00:00,-0.6,26.89,4.6,360,608.5,983.5,86.5
2018-01-06 15:00:00,0,24.43,2.1,317.69,519,950.5,78.5
2018-01-06 16:00:00,0,25.59,4.6,350,373.5,875.5,67
2018-01-06 17:00:00,-0.6,24.27,4.1,360,189.5,707,47.5
2018-01-06 18:00:00,-2.2,26.46,2.1,10,28.5,226,15
2018-01-06 19:00:00,-3.3,27.43,2.6,30,0,0,0
2018-01-06 20:00:00,-3.9,28.86,2.1,60,0,0,0
2018-01-06 21:00:00,-5,33.53,2.1,60,0,0,0
2018-01-06 22:00:00,-6.7,43.01,1.5,50,0,0,0
2018-01-06 23:00:00,-7.2,42.48,2.1,60,0,0,0
2018-01-07,-7.8,47.33,3.1,50,0,0,0
2018-01-07 01:00:00,-8.3,46.75,2.6,60,0,0,0
2018-01-07 02:00:00,-9.4,51.51,4.1,20,0,0,0
2018-01-07 03:00:00,-8.3,42.17,3.6,30,0,0,0
2018-01-07 04:00:00,-9.4,46.45,4.1,50,0,0,0
2018-01-07 05:00:00,-10.6,51.67,2.6,60,0,0,0
2018-01-07 06:00:00,-10,46.73,0,40,0,0,0
2018-01-07 07:00:00,-12.2,66.14,1.5,340,0,0,0
2018-01-07 08:00:00,-11.1,59.91,2.1,360,6,71.5,5.5
2018-01-07 09:00:00,-8.3,42.17,3.1,50,128,616.5,37.5
2018-01-07 10:00:00,-7.2,38.31,4.6,100,316,842,59.5
2018-01-07 11:00:00,-5.6,35.3,2.1,90,477.5,932.5,75.5
2018-01-07 12:00:00,-5,30.23,1.5,190,585.5,972,84.5
2018-01-07 13:00:00,-2.8,26.3,0,91.54,627,976.5,90
2018-01-07 14:00:00,-1.7,21.61,2.1,54.55,582.5,931.5,85.5
2018-01-07 15:00:00,-0.6,20.88,1.5,110,451.5,813,73
2018-01-07 16:00:00,0,20.83,0,30.91,316,702,67.5
2018-01-07 17:00:00,-0.6,26.89,3.1,80,161.5,557.5,47.5
2018-01-07 18:00:00,-2.2,30.72,1.5,80,28.5,205,16
2018-01-07 19:00:00,-3.9,39.6,1.5,10,0,0,0
2018-01-07 20:00:00,-4.4,36.99,2.1,60,0,0,0
2018-01-07 21:00:00,-6.1,52.85,1.5,100,0,0,0
2018-01-07 22:00:00,-5.6,45.78,0,0,0,0,0
2018-01-07 23:00:00,-7.2,60.83,0,0,0,0,0
2018-01-08,-7.2,58.12,0,74.62,0,0,0
2018-01-08 01:00:00,-7.2,60.83,0,0,0,0,0
2018-01-08 02:00:00,-6.7,50.33,2.1,70,0,0,0
2018-01-08 03:00:00,-6.7,50.33,2.1,360,0,0,0
2018-01-08 04:00:00,-7.6,51.51,0.77,30,0,0,0
2018-01-08 05:00:00,-6.7,52.69,1.5,340,0,0,0
2018-01-08 06:00:00,-7.2,60.83,1.5,360,0,0,0
2018-01-08 07:00:00,-7.8,64.09,2.6,20,0,0,0
2018-01-08 08:00:00,-6.7,58.24,2.6,30,5.5,47.5,5
2018-01-08 09:00:00,-3.9,48.38,2.1,40,116,497.5,42
2018-01-08 10:00:00,-0.8,34.76,2.35,185,292,724.5,71
2018-01-08 11:00:00,0.55,39.67,2.1,40,393,644.5,117
2018-01-08 12:00:00,4.15,50.54,2.1,55,542.5,849.5,103
2018-01-08 13:00:00,6.7,51.87,2.1,100,546.5,777,118
2018-01-08 14:00:00,9.4,45.01,1.5,74.62,497.5,691.5,128
2018-01-08 15:00:00,10.6,45.5,0,43.33,451,741,102.5
2018-01-08 16:00:00,11.1,46.25,2.1,120,270.5,442.5,112.5
2018-01-08 17:00:00,10,53.89,2.1,100,136.5,343.5,65
2018-01-08 18:00:00,7.8,60.31,2.1,350,19.5,74.5,15.5
2018-01-08 19:00:00,6.7,65.03,1.5,20,0,0,0
2018-01-08 20:00:00,6.1,64.9,2.1,360,0,0,0
2018-01-08 21:00:00,6.7,62.27,0,23.33,0,0,0
2018-01-08 22:00:00,5,75.85,0,54,0,0,0
2018-01-08 23:00:00,4.4,73.05,1.5,10,0,0,0
2018-01-09,3.3,78.93,2.1,10,0,0,0
2018-01-09 01:00:00,5.6,67.19,1.5,10,0,0,0
2018-01-09 02:00:00,4.4,76.3,0,185,0,0,0
2018-01-09 03:00:00,3.3,78.93,0,144.17,0,0,0
2018-01-09 04:00:00,2.8,81.78,3.6,360,0,0,0
2018-01-09 05:00:00,2.8,77.83,1.5,360,0,0,0
2018-01-09 06:00:00,2.2,74.13,2.6,350,0,0,0
2018-01-09 07:00:00,2.8,64.78,2.1,340,0,0,0
2018-01-09 08:00:00,1.7,70.07,0,0,3.5,12.5,3.5
2018-01-09 09:00:00,5.6,53.22,1.5,20,92.5,293,45.5
2018-01-09 10:00:00,8.3,50.96,2.1,40,281.5,732,57.5
2018-01-09 11:00:00,11.7,52.07,1.5,50,403.5,724.5,92.5
2018-01-09 12:00:00,15,49.05,0,53.08,514,816,90
2018-01-09 13:00:00,17.8,48.14,1.5,137.86,573,899.5,74.5
2018-01-09 14:00:00,18.9,44.93,0,86.67,553,890,74.5
2018-01-09 15:00:00,19.4,43.55,0,142.5,471,851,70.5
2018-01-09 16:00:00,19.4,43.55,0,23.85,338.5,772,62
2018-01-09 17:00:00,19.4,43.55,0,78.18,154,456.5,56.5
2018-01-09 18:00:00,13.9,59,0,60.77,27,178,15
2018-01-09 19:00:00,12.2,71.47,0,10.83,0,0,0
2018-01-09 20:00:00,9.4,79.84,0,0,0,0,0
2018-01-09 21:00:00,8.3,83.08,1.5,150,0,0,0
2018-01-09 22:00:00,8.9,82.58,1.5,110,0,0,0
2018-01-09 23:00:00,8.3,79.68,0,180.77,0,0,0
2018-01-10,6.1,85.77,2.1,90,0,0,0
2018-01-10 01:00:00,7.2,85.89,2.6,90,0,0,0
2018-01-10 02:00:00,7.2,89.55,3.1,60,0,0,0
2018-01-10 03:00:00,6.1,92.65,2.1,120,0,0,0
2018-01-10 04:00:00,6.7,92.68,3.1,90,0,0,0
2018-01-10 05:00:00,5.6,95.91,3.1,50,0,0,0
2018-01-10 06:00:00,5,92.58,3.1,50,0,0,0
2018-01-10 07:00:00,5,92.58,3.1,40,0,0,0
2018-01-10 08:00:00,5.6,82.15,2.1,30,5,42.5,4.5
2018-01-10 09:00:00,7.8,73.16,4.1,60,108,457,39.5
2018-01-10 10:00:00,11.7,60.84,3.6,70,203,340.5,103
2018-01-10 11:00:00,14.4,49.23,3.6,90,254.5,211.5,162
2018-01-10 12:00:00,16.1,45.71,3.6,10,523.5,853.5,79
2018-01-10 13:00:00,18.3,44.76,4.1,60,567.5,874,82
2018-01-10 14:00:00,18.95,46.5,3.1,50,534.5,816,93
2018-01-10 15:00:00,19.4,48.59,3.1,100,459,792.5,84.5
2018-01-10 16:00:00,18.9,52.21,3.1,60,207.5,209,130
2018-01-10 17:00:00,17.8,57.86,2.6,50,112.5,271,63.5
2018-01-10 18:00:00,15.6,66.54,3.1,60,15.5,49,12.5
2018-01-10 19:00:00,15.6,69.28,2.6,50,0,0,0
2018-01-10 20:00:00,14.4,71.89,3.6,60,0,0,0
2018-01-10 21:00:00,12.2,80.24,3.1,50,0,0,0
2018-01-10 22:00:00,12.2,80.24,2.6,70,0,0,0
2018-01-10 23:00:00,11.7,85.77,2.6,50,0,0,0
2018-01-11,11.7,89.3,3.1,50,0,0,0
2018-01-11 01:00:00,11.7,89.3,4.1,40,0,0,0
2018-01-11 02:00:00,11.7,89.3,3.6,50,0,0,0
2018-01-11 03:00:00,11.1,92.92,3.1,60,0,0,0
2018-01-11 04:00:00,10.85,92.27,3.1,50,0,0,0
2018-01-11 05:00:00,10.85,96.73,2.85,60,0,0,0
2018-01-11 06:00:00,10.98,96.07,2.68,65,0,0,0
2018-01-11 07:00:00,11.3,96.75,2.77,63.33,0,0,0
2018-01-11 08:00:00,13.3,100,3.1,100,4.5,25.5,4.5
2018-01-11 09:00:00,15,96.2,3.6,110,99.5,366,42
2018-01-11 10:00:00,17.25,89.78,5.4,115,134,146,91
2018-01-11 11:00:00,20.55,75.96,5.65,115,349,500,130
2018-01-11 12:00:00,21.65,73.3,5.95,130,245.5,78.5,205.5
2018-01-11 13:00:00,23.18,61.67,8.1,137.5,239.5,55,209
2018-01-11 14:00:00,23.9,61.67,9.3,150,277.5,124,210
2018-01-11 15:00:00,23.3,61.93,9.3,130,248,179.5,165
2018-01-11 16:00:00,22.8,68.47,7.2,140,124,37.5,110
2018-01-11 17:00:00,20.3,89.94,4.85,125,20.5,0,20.5
2018-01-11 18:00:00,19.4,96.93,5.1,120,5.5,2,5.5
2018-01-11 19:00:00,20,93.38,5.7,130,0,0,0
2018-01-11 20:00:00,19.6,93.35,6.2,130,0,0,0
2018-01-11 21:00:00,19.4,93.35,6.7,130,0,0,0
2018-01-11 22:00:00,20,93.38,5.7,150,0,0,0
2018-01-11 23:00:00,19.4,96.93,4.1,160,0,0,0
2018-01-12,20,96.34,4.6,160,0,0,0
2018-01-12 01:00:00,20,96.34,5.1,170,0,0,0
2018-01-12 02:00:00,20,96.34,4.43,163.33,0,0,0
2018-01-12 03:00:00,20.6,96.36,4.85,175,0,0,0
2018-01-12 04:00:00,20.56,96.34,4.1,174,0,0,0
2018-01-12 05:00:00,20.6,92.83,4.6,180,0,0,0
2018-01-12 06:00:00,20,96.34,3.85,185,0,0,0
2018-01-12 07:00:00,20.6,92.83,4.1,180,0,0,0
2018-01-12 08:00:00,20.3,93.38,4.1,195,2.5,3.5,2.5
2018-01-12 09:00:00,20,93.38,4.35,180,87,254.5,44
2018-01-12 10:00:00,20.8,89.98,5.7,175,207,392,88.5
2018-01-12 11:00:00,20.6,89.98,4.6,170,201.5,88,164.5
2018-01-12 12:00:00,20.97,86.77,4.6,186.67,173.5,36,154
2018-01-12 13:00:00,22.38,76.31,6.68,172,223,99,167.5
2018-01-12 14:00:00,23.3,73.5,7.7,190,277,144,198.5
2018-01-12 15:00:00,22.9,70.68,7.45,200,294.5,269,164.5
2018-01-12 16:00:00,21.95,73.22,6.45,195,206.5,231,126.5
2018-01-12 17:00:00,20.6,78.33,6.7,180,135,278,73
2018-01-12 18:00:00,18.9,93.33,4.1,150,23.5,85.5,17
2018-01-12 19:00:00,18.48,96.9,6.4,232,0,0,0
2018-01-12 20:00:00,17.57,93.24,7.07,233.33,0,0,0
2018-01-12 21:00:00,16.7,96.25,3.35,260,0,0,0
2018-01-12 22:00:00,16.33,92.56,3.93,250,0,0,0
2018-01-12 23:00:00,15.6,92.56,4.1,220,0,0,0
2018-01-13,15,93.13,5.1,220,0,0,0
2018-01-13 01:00:00,14.7,93.1,4.75,215,0,0,0
2018-01-13 02:00:00,14.4,90.1,5.87,220,0,0,0
2018-01-13 03:00:00,13.9,89.48,7.7,230,0,0,0
2018-01-13 04:00:00,12.5,82.93,7.57,257.5,0,0,0
2018-01-13 05:00:00,9.7,79.68,9.8,260,0,0,0
2018-01-13 06:00:00,5.6,72.75,8.2,270,0,0,0
2018-01-13 07:00:00,3.9,72.01,8.2,260,0,0,0
2018-01-13 08:00:00,2.8,74.67,6.7,280,5.5,34,5
2018-01-13 09:00:00,2.8,71.03,6.2,270,96.5,306.5,50.5
2018-01-13 10:00:00,3.9,65.72,5.1,280,204,301.5,112.5
2018-01-13 11:00:00,5.6,63.94,5.7,290,302,277.5,180
2018-01-13 12:00:00,6.7,59.26,5.7,310,384,308.5,222
2018-01-13 13:00:00,8.3,58.3,7.2,290,560.5,770,126.5
2018-01-13 14:00:00,8.9,55.97,7.2,320,487,634.5,136.5
2018-01-13 15:00:00,9.4,45.01,6.7,320,240,111,188
2018-01-13 16:00:00,10,41.46,5.7,350,360.5,789,70
2018-01-13 17:00:00,8.3,44.21,6.2,360,197,677.5,47.5
2018-01-13 18:00:00,6.7,47.29,4.1,330,36,252,17.5
2018-01-13 19:00:00,5,53.2,4.6,340,0,0,0
2018-01-13 20:00:00,4.4,52.74,4.6,350,0,0,0
2018-01-13 21:00:00,3.3,54.61,3.6,350,0,0,0
2018-01-13 22:00:00,2.8,56.58,4.6,350,0,0,0
2018-01-13 23:00:00,2.2,53.3,4.6,360,0,0,0
2018-01-14,1.1,52.45,4.1,360,0,0,0
2018-01-14 01:00:00,0,54.38,5.1,350,0,0,0
2018-01-14 02:00:00,-0.6,51.92,5.1,360,0,0,0
2018-01-14 03:00:00,-1.1,54.11,5.1,360,0,0,0
2018-01-14 04:00:00,-1.7,53.96,5.1,350,0,0,0
2018-01-14 05:00:00,-2.2,56.26,5.1,360,0,0,0
2018-01-14 06:00:00,-2.2,53.84,5.1,10,0,0,0
2018-01-14 07:00:00,-2.8,56.62,4.1,20,0,0,0
2018-01-14 08:00:00,-2.8,56.62,3.6,10,6,64,5.5
2018-01-14 09:00:00,-1.1,49.12,6.2,30,126.5,585.5,37.5
2018-01-14 10:00:00,0.6,44.88,5.1,60,309,814,56
2018-01-14 11:00:00,1.7,37.62,4.1,10,466,907.5,65.5
2018-01-14 12:00:00,2.8,34.78,3.6,30,574,953,71
2018-01-14 13:00:00,3.9,32.18,5.1,10,621.5,968.5,74
2018-01-14 14:00:00,5,31.42,3.1,30,603,960.5,74
2018-01-14 15:00:00,5,29.79,4.1,360,520,926,71
2018-01-14 16:00:00,5,31.42,4.1,50,379,847,63
2018-01-14 17:00:00,3.9,33.93,4.1,70,203.5,689.5,49
2018-01-14 18:00:00,1.1,43.29,2.6,60,38,254.5,18.5
2018-01-14 19:00:00,0.6,44.88,2.6,40,0,0,0
2018-01-14 20:00:00,0,49.41,2.6,30,0,0,0
2018-01-14 21:00:00,-1.1,51.33,3.1,20,0,0,0
2018-01-14 22:00:00,-1.7,53.96,3.6,50,0,0,0
2018-01-14 23:00:00,-2.2,51.05,2.6,40,0,0,0
2018-01-15,-3.3,56,3.1,50,0,0,0
2018-01-15 01:00:00,-2.8,48.67,2.1,40,0,0,0
2018-01-15 02:00:00,-3.3,48.11,3.1,30,0,0,0
2018-01-15 03:00:00,-3.9,50.61,1.5,20,0,0,0
2018-01-15 04:00:00,-3.9,53.41,2.6,20,0,0,0
2018-01-15 05:00:00,-3.9,50.61,2.1,350,0,0,0
2018-01-15 06:00:00,-4.4,52.8,3.6,20,0,0,0
2018-01-15 07:00:00,-5,55.58,3.1,10,0,0,0
2018-01-15 08:00:00,-4.4,50.48,3.6,360,6,57,5.5
2018-01-15 09:00:00,-3.9,48.38,5.1,10,120.5,531,38.5
2018-01-15 10:00:00,-2.2,43.86,4.1,10,302,780,58
2018-01-15 11:00:00,0,34.93,4.6,350,459,883.5,67.5
2018-01-15 12:00:00,2.2,25.54,3.1,360,568,934,73
2018-01-15 13:00:00,3.9,22.64,5.7,360,616,954,74
2018-01-15 14:00:00,5,20.96,3.6,20,598.5,950,72.5
2018-01-15 15:00:00,5.6,22.23,4.1,350,517,919.5,68.5
2018-01-15 16:00:00,6.1,21.47,3.6,350,380,849.5,60.5
2018-01-15 17:00:00,5,24.47,2.6,340,205.5,695,47.5
2018-01-15 18:00:00,3.3,28.84,2.1,340,39.5,268,19
2018-01-15 19:00:00,1.1,39.28,1.5,350,0,0,0
2018-01-15 20:00:00,-0.6,57.15,0,74.62,0,0,0
2018-01-15 21:00:00,-1.7,71.89,0,176.92,0,0,0
2018-01-15 22:00:00,-1.1,56.53,0,0,0,0,0
2018-01-15 23:00:00,-2.2,68.18,0,160,0,0,0
2018-01-16,-2.8,68.65,2.6,340,0,0,0
2018-01-16 01:00:00,-2.8,62.37,0,233.64,0,0,0
2018-01-16 02:00:00,-2.8,65.16,0,203.85,0,0,0
2018-01-16 03:00:00,-3.3,65.05,2.1,340,0,0,0
2018-01-16 04:00:00,-3.3,67.96,0,84.17,0,0,0
2018-01-16 05:00:00,-3.9,75.33,0,24.62,0,0,0
2018-01-16 06:00:00,-4.4,71.41,0,52.31,0,0,0
2018-01-16 07:00:00,-4.4,74.6,1.5,10,0,0,0
2018-01-16 08:00:00,-3.9,75.33,0,0,6,60.5,5.5
2018-01-16 09:00:00,-1.1,62.2,2.1,130,122,552.5,36.5
2018-01-16 10:00:00,2.8,53.76,0,0,301.5,781,56.5
2018-01-16 11:00:00,5.6,34.68,0,33.08,457,876.5,67
2018-01-16 12:00:00,7.8,31.41,0,140.83,561,913.5,74.5
2018-01-16 13:00:00,9.4,29.43,2.1,100,523.5,650,152.5
2018-01-16 14:00:00,11.1,27.66,1.19,190.77,481,548.5,176
2018-01-16 15:00:00,11.1,28.88,2.1,60,418.5,549.5,148
2018-01-16 16:00:00,10.6,29.86,0,23.08,285.5,412,129.5
2018-01-16 17:00:00,10.6,31.43,2.1,160,136.5,265,72
2018-01-16 18:00:00,7.2,47.66,2.1,110,20.5,65.5,16.5
2018-01-16 19:00:00,6.1,54.06,0,0,0,0,0
2018-01-16 20:00:00,4.4,63.45,0,0,0,0,0
2018-01-16 21:00:00,2.8,71.03,0,0,0,0,0
2018-01-16 22:00:00,2.2,74.13,0,10,0,0,0
2018-01-16 23:00:00,3.3,62.53,0,0,0,0,0
2018-01-17,2.8,64.78,0,27.69,0,0,0
2018-01-17 01:00:00,1.1,84.32,1.5,180,0,0,0
2018-01-17 02:00:00,3.3,72.07,0,0,0,0,0
2018-01-17 03:00:00,1.1,84.32,1.5,130,0,0,0
2018-01-17 04:00:00,2.8,85.42,0,0,0,0,0
2018-01-17 05:00:00,3.9,79.03,0,0,0,0,0
2018-01-17 06:00:00,3.3,85.47,2.1,120,0,0,0
2018-01-17 07:00:00,3.9,81.93,1.5,84.17,0,0,0
2018-01-17 08:00:00,3.9,85.54,0,9.09,1,0,1
2018-01-17 09:00:00,5,79.19,0,11.54,24.5,0,24.5
2018-01-17 10:00:00,6.7,67.42,2.1,330,92,10,88.5
2018-01-17 11:00:00,6.1,64.9,5.7,350,50,0,50
2018-01-17 12:00:00,5.6,70.17,5.7,30,80.5,0,80.5
2018-01-17 13:00:00,5,75.85,3.1,20,79.5,0,79.5
2018-01-17 14:00:00,4.4,79.1,4.1,350,70,0,70
2018-01-17 15:00:00,4.4,85.59,1.5,350,47.5,0,47.5
2018-01-17 16:00:00,4.03,92.52,2.72,255,35,0,35
2018-01-17 17:00:00,4.02,92.52,4.12,336,14,0,14
2018-01-17 18:00:00,1.7,88.46,6.2,340,3.5,0.5,3.5
2018-01-17 19:00:00,0.93,87.42,7.2,340,0,0,0
2018-01-17 20:00:00,-0.3,83.24,5.9,330,0,0,0
2018-01-17 21:00:00,-1.1,83.18,6.17,330,0,0,0
